TicketID,AccountID,ContactID,AssignedUserID,Category,Priority,Status,CreatedDate,ResolvedDate
TKT03827,ACC02780,CON008338,USR0189,Configuration,High,Resolved,2023-09-05,2023-09-15
TKT03828,ACC00727,CON002159,USR0179,Feature Request,Medium,In Progress,2024-04-18,
TKT03829,ACC00025,CON000063,USR0180,Software Bug,Low,In Progress,2023-04-23,
TKT03830,ACC03821,CON011497,USR0188,Login Issue,High,Closed,2023-03-10,2023-03-13
TKT03831,ACC00331,CON001007,USR0133,Configuration,Critical,Closed,2024-04-16,2024-04-27
TKT03832,ACC04829,CON014491,USR0180,Performance,Critical,Closed,2024-07-17,2024-08-01
TKT03833,ACC04494,CON013478,USR0180,Performance,Critical,Resolved,2024-10-24,2024-11-06
TKT03834,ACC01426,CON004293,USR0033,Performance,Critical,Closed,2023-09-15,2023-09-18
TKT03835,ACC03218,CON009671,USR0148,Software Bug,Low,Open,2023-05-10,
TKT03836,ACC04357,CON013064,USR0033,Billing,Low,Resolved,2024-09-06,2024-09-20
TKT03837,ACC03886,CON011695,USR0048,Feature Request,High,Closed,2024-09-10,2024-09-17
TKT03838,ACC03059,CON009192,USR0048,Billing,Critical,Open,2024-01-18,
TKT03839,ACC02982,CON008964,USR0142,Software Bug,Critical,Open,2023-07-23,
TKT03840,ACC00266,CON000802,USR0188,Feature Request,Medium,In Progress,2024-10-15,
TKT03841,ACC00967,CON002916,USR0188,Software Bug,Medium,Resolved,2024-10-26,2024-11-02
TKT03842,ACC02823,CON008459,USR0165,Feature Request,High,In Progress,2023-01-17,
TKT03843,ACC01282,CON003863,USR0101,Installation,Critical,Closed,2024-05-13,2024-05-21
TKT03844,ACC00903,CON002727,USR0061,Feature Request,Medium,In Progress,2024-01-16,
TKT03845,ACC02283,CON006843,USR0142,Software Bug,Medium,Open,2024-03-01,
TKT03846,ACC01869,CON005585,USR0148,Billing,High,Open,2024-10-17,
TKT03847,ACC01494,CON004515,USR0033,Feature Request,Critical,Resolved,2023-02-24,2023-03-04
TKT03848,ACC02478,CON007410,USR0133,Configuration,Critical,Resolved,2023-03-21,2023-03-27
TKT03849,ACC02808,CON008421,USR0029,Billing,High,Closed,2023-02-11,2023-02-13
TKT03850,ACC01966,CON005866,USR0133,Performance,Medium,Resolved,2023-07-18,2023-08-02
TKT03851,ACC03572,CON010741,USR0179,Software Bug,High,Open,2023-01-12,
TKT03852,ACC01605,CON004829,USR0048,Performance,Medium,Open,2023-03-03,
TKT03853,ACC01619,CON004866,USR0061,Feature Request,Critical,Resolved,2024-10-07,2024-10-08
TKT03854,ACC01606,CON004836,USR0142,Performance,High,Closed,2023-12-09,2023-12-15
TKT03855,ACC02735,CON008198,USR0029,Configuration,Low,Resolved,2023-10-19,2023-10-20
TKT03856,ACC00183,CON000544,USR0061,Configuration,Low,Closed,2024-03-24,2024-03-31
TKT03857,ACC03785,CON011387,USR0048,Software Bug,Critical,Open,2024-11-13,
TKT03858,ACC04012,CON012065,USR0133,Installation,High,Closed,2023-12-05,2023-12-17
TKT03859,ACC02186,CON006545,USR0133,Configuration,Medium,In Progress,2023-05-28,
TKT03860,ACC01675,CON005032,USR0101,Feature Request,Medium,Closed,2023-04-06,2023-04-11
TKT03861,ACC04524,CON013577,USR0180,Billing,Low,Open,2023-02-12,
TKT03862,ACC02945,CON008843,USR0101,Feature Request,Medium,In Progress,2023-05-17,
TKT03863,ACC03237,CON009729,USR0165,Feature Request,High,In Progress,2024-03-03,
TKT03864,ACC01546,CON004677,USR0101,Login Issue,Medium,Open,2023-08-04,
TKT03865,ACC04042,CON012152,USR0165,Feature Request,Low,Resolved,2023-02-08,2023-02-20
TKT03866,ACC01286,CON003874,USR0179,Software Bug,Critical,Closed,2023-08-13,2023-08-28
TKT03867,ACC00624,CON001853,USR0189,Installation,Critical,Open,2023-04-27,
TKT03868,ACC04130,CON012422,USR0133,Feature Request,High,Resolved,2023-12-17,2023-12-31
TKT03869,ACC04064,CON012217,USR0029,Installation,High,Resolved,2024-08-13,2024-08-24
TKT03870,ACC00319,CON000973,USR0188,Installation,High,In Progress,2024-06-23,
TKT03871,ACC04036,CON012132,USR0029,Software Bug,Low,In Progress,2024-08-31,
TKT03872,ACC00368,CON001127,USR0189,Billing,High,Closed,2024-03-20,2024-03-25
TKT03873,ACC02220,CON006643,USR0188,Performance,High,Closed,2024-05-25,2024-05-26
TKT03874,ACC03131,CON009389,USR0061,Configuration,Medium,Open,2023-09-21,
TKT03875,ACC02524,CON007553,USR0061,Configuration,Medium,In Progress,2024-07-22,
TKT03876,ACC02417,CON007229,USR0142,Software Bug,Low,Closed,2023-09-12,2023-09-27
TKT03877,ACC00275,CON000826,USR0165,Installation,Critical,Resolved,2024-07-09,2024-07-16
TKT03878,ACC01408,CON004239,USR0148,Login Issue,Medium,Resolved,2024-03-05,2024-03-10
TKT03879,ACC00846,CON002531,USR0048,Installation,Low,Closed,2023-06-16,2023-07-01
TKT03880,ACC02294,CON006871,USR0048,Feature Request,Critical,Open,2023-11-18,
TKT03881,ACC04112,CON012364,USR0033,Feature Request,Critical,In Progress,2024-03-18,
TKT03882,ACC00465,CON001398,USR0180,Login Issue,High,Resolved,2023-02-01,2023-02-07
TKT03883,ACC00747,CON002215,USR0133,Feature Request,Critical,Closed,2023-08-30,2023-09-14
TKT03884,ACC02457,CON007355,USR0179,Feature Request,Critical,In Progress,2024-08-25,
TKT03885,ACC01285,CON003873,USR0029,Performance,Medium,Resolved,2023-08-29,2023-09-02
TKT03886,ACC03996,CON012020,USR0179,Performance,High,In Progress,2023-12-11,
TKT03887,ACC03524,CON010606,USR0188,Login Issue,Low,Closed,2024-08-30,2024-09-13
TKT03888,ACC01746,CON005232,USR0148,Configuration,Low,Open,2023-03-26,
TKT03889,ACC00698,CON002078,USR0188,Login Issue,Medium,Closed,2023-06-03,2023-06-11
TKT03890,ACC00391,CON001190,USR0061,Feature Request,Medium,Open,2023-02-22,
TKT03891,ACC01866,CON005577,USR0148,Billing,High,In Progress,2023-02-03,
TKT03892,ACC04503,CON013509,USR0101,Performance,Low,Resolved,2024-11-26,2024-12-07
TKT03893,ACC01207,CON003624,USR0061,Billing,High,In Progress,2023-02-11,
TKT03894,ACC00464,CON001397,USR0188,Performance,Low,Open,2023-04-13,
TKT03895,ACC04080,CON012268,USR0142,Configuration,Medium,Open,2023-02-10,
TKT03896,ACC01123,CON003384,USR0048,Feature Request,Low,Closed,2023-06-24,2023-07-08
TKT03897,ACC02671,CON007998,USR0101,Configuration,Low,Resolved,2023-10-01,2023-10-11
TKT03898,ACC01188,CON003570,USR0148,Login Issue,Critical,Resolved,2024-09-19,2024-09-22
TKT03899,ACC03578,CON010758,USR0179,Installation,Low,Resolved,2024-09-12,2024-09-15
TKT03900,ACC00085,CON000249,USR0101,Installation,High,In Progress,2024-05-23,
TKT03901,ACC02264,CON006788,USR0048,Billing,Medium,Closed,2023-02-02,2023-02-16
TKT03902,ACC00927,CON002799,USR0142,Performance,High,Closed,2024-04-29,2024-05-05
TKT03903,ACC03208,CON009638,USR0033,Configuration,Medium,Closed,2023-10-28,2023-11-04
TKT03904,ACC03639,CON010935,USR0033,Software Bug,Critical,Resolved,2023-11-13,2023-11-17
TKT03905,ACC01359,CON004088,USR0142,Login Issue,Low,In Progress,2023-06-02,
TKT03906,ACC00450,CON001356,USR0188,Software Bug,Low,Open,2023-03-02,
TKT03907,ACC01199,CON003603,USR0165,Software Bug,Low,In Progress,2024-04-04,
TKT03908,ACC01613,CON004851,USR0048,Billing,Medium,Resolved,2023-10-17,2023-10-29
TKT03909,ACC04100,CON012318,USR0179,Login Issue,High,Closed,2024-05-08,2024-05-15
TKT03910,ACC01077,CON003247,USR0148,Login Issue,High,Closed,2023-08-03,2023-08-14
TKT03911,ACC04301,CON012897,USR0179,Billing,Low,Closed,2023-06-10,2023-06-14
TKT03912,ACC04750,CON014258,USR0029,Configuration,High,Open,2023-02-20,
TKT03913,ACC01864,CON005571,USR0142,Configuration,Critical,In Progress,2024-02-03,
TKT03914,ACC03863,CON011616,USR0165,Installation,High,Closed,2024-04-19,2024-05-02
TKT03915,ACC04323,CON012966,USR0133,Configuration,High,In Progress,2024-04-05,
TKT03916,ACC03001,CON009023,USR0101,Configuration,Medium,Resolved,2024-03-08,2024-03-23
TKT03917,ACC04554,CON013655,USR0101,Billing,Critical,In Progress,2023-01-08,
TKT03918,ACC01167,CON003515,USR0179,Billing,Medium,Closed,2023-04-06,2023-04-21
TKT03919,ACC04676,CON014028,USR0189,Software Bug,Critical,In Progress,2023-02-13,
TKT03920,ACC00331,CON001006,USR0101,Installation,Medium,In Progress,2023-10-12,
TKT03921,ACC01905,CON005679,USR0165,Configuration,Low,Open,2024-03-03,
TKT03922,ACC04429,CON013276,USR0188,Billing,High,Resolved,2024-10-08,2024-10-20
TKT03923,ACC00603,CON001802,USR0048,Login Issue,Critical,Open,2023-12-12,
TKT03924,ACC04557,CON013670,USR0048,Software Bug,Medium,In Progress,2024-05-28,
TKT03925,ACC03694,CON011106,USR0188,Feature Request,Medium,Resolved,2023-12-07,2023-12-16
TKT03926,ACC01983,CON005922,USR0101,Feature Request,High,Open,2024-03-21,
TKT03927,ACC02691,CON008065,USR0142,Billing,High,Closed,2024-07-05,2024-07-06
TKT03928,ACC01972,CON005885,USR0061,Installation,Low,Closed,2023-01-19,2023-01-29
TKT03929,ACC01800,CON005401,USR0033,Feature Request,Medium,Closed,2024-04-30,2024-05-15
TKT03930,ACC03745,CON011257,USR0101,Feature Request,High,In Progress,2023-11-19,
TKT03931,ACC04100,CON012319,USR0048,Configuration,Medium,Open,2023-11-04,
TKT03932,ACC02520,CON007535,USR0165,Billing,Low,Resolved,2024-11-15,2024-11-22
TKT03933,ACC00587,CON001754,USR0061,Login Issue,Medium,In Progress,2024-06-27,
TKT03934,ACC03982,CON011987,USR0179,Feature Request,Low,In Progress,2024-04-05,
TKT03935,ACC00607,CON001817,USR0179,Login Issue,High,Open,2024-03-16,
TKT03936,ACC01157,CON003485,USR0029,Performance,High,Closed,2024-07-02,2024-07-03
TKT03937,ACC03456,CON010399,USR0029,Feature Request,Medium,Open,2024-09-06,
TKT03938,ACC01935,CON005765,USR0061,Login Issue,Medium,Resolved,2024-06-30,2024-07-13
TKT03939,ACC03059,CON009193,USR0165,Performance,Medium,Resolved,2024-02-03,2024-02-06
TKT03940,ACC01506,CON004558,USR0189,Billing,Medium,Closed,2023-01-15,2023-01-17
TKT03941,ACC03744,CON011256,USR0180,Login Issue,Medium,Open,2024-05-06,
TKT03942,ACC03952,CON011894,USR0061,Installation,High,In Progress,2023-09-22,
TKT03943,ACC03205,CON009628,USR0148,Software Bug,Critical,Resolved,2024-11-18,2024-11-25
TKT03944,ACC00789,CON002347,USR0029,Billing,Low,In Progress,2023-07-28,
TKT03945,ACC01427,CON004295,USR0148,Installation,Low,Resolved,2023-10-23,2023-11-01
TKT03946,ACC00740,CON002197,USR0029,Configuration,Low,In Progress,2023-03-20,
TKT03947,ACC03731,CON011215,USR0029,Login Issue,High,In Progress,2023-01-04,
TKT03948,ACC03919,CON011790,USR0101,Configuration,Critical,Open,2023-07-03,
TKT03949,ACC03421,CON010296,USR0179,Performance,Critical,Open,2023-12-12,
TKT03950,ACC04395,CON013171,USR0148,Feature Request,High,Open,2024-06-07,
TKT03951,ACC02149,CON006426,USR0148,Login Issue,High,Resolved,2023-03-27,2023-04-09
TKT03952,ACC04834,CON014508,USR0179,Software Bug,High,Closed,2023-06-30,2023-07-13
TKT03953,ACC02539,CON007603,USR0189,Login Issue,Medium,Open,2023-01-19,
TKT03954,ACC03247,CON009764,USR0148,Performance,Medium,Resolved,2023-05-30,2023-06-02
TKT03955,ACC00587,CON001753,USR0148,Billing,Critical,Resolved,2024-05-05,2024-05-06
TKT03956,ACC03183,CON009566,USR0029,Configuration,Critical,Open,2024-03-18,
TKT03957,ACC03448,CON010376,USR0133,Software Bug,Critical,In Progress,2023-08-06,
TKT03958,ACC01541,CON004660,USR0189,Installation,Medium,Open,2024-08-23,
TKT03959,ACC04167,CON012520,USR0180,Configuration,Critical,Closed,2024-11-03,2024-11-12
TKT03960,ACC03788,CON011397,USR0029,Billing,Medium,Resolved,2024-02-01,2024-02-12
TKT03961,ACC02723,CON008156,USR0148,Feature Request,Medium,Open,2023-02-12,
TKT03962,ACC02438,CON007296,USR0189,Installation,High,Resolved,2023-01-04,2023-01-05
TKT03963,ACC02030,CON006064,USR0148,Installation,Low,Resolved,2024-10-26,2024-11-02
TKT03964,ACC01157,CON003485,USR0188,Software Bug,Low,Closed,2023-11-19,2023-11-21
TKT03965,ACC01664,CON004996,USR0061,Performance,Medium,Open,2024-08-31,
TKT03966,ACC02703,CON008098,USR0142,Performance,High,Closed,2024-04-29,2024-05-08
TKT03967,ACC03160,CON009483,USR0148,Configuration,High,Open,2023-05-03,
TKT03968,ACC00095,CON000281,USR0189,Configuration,Critical,Resolved,2023-09-09,2023-09-18
TKT03969,ACC00720,CON002138,USR0179,Configuration,Low,Open,2023-10-28,
TKT03970,ACC03270,CON009832,USR0189,Software Bug,High,Resolved,2023-02-26,2023-03-09
TKT03971,ACC01189,CON003573,USR0180,Billing,High,In Progress,2024-01-24,
TKT03972,ACC03422,CON010298,USR0165,Performance,High,Open,2024-02-26,
TKT03973,ACC03929,CON011830,USR0033,Installation,High,Closed,2023-03-18,2023-03-23
TKT03974,ACC03078,CON009248,USR0180,Login Issue,High,Open,2024-02-21,
TKT03975,ACC01550,CON004690,USR0142,Installation,Low,In Progress,2023-12-02,
TKT03976,ACC04178,CON012553,USR0029,Billing,Low,Open,2023-05-21,
TKT03977,ACC00559,CON001668,USR0189,Billing,High,Resolved,2023-04-08,2023-04-21
TKT03978,ACC01289,CON003883,USR0188,Performance,Medium,In Progress,2023-05-07,
TKT03979,ACC04290,CON012866,USR0029,Software Bug,Low,Open,2024-08-19,
TKT03980,ACC04375,CON013116,USR0142,Configuration,Low,Resolved,2023-10-11,2023-10-25
TKT03981,ACC04693,CON014088,USR0033,Performance,High,Resolved,2024-07-16,2024-07-31
TKT03982,ACC01752,CON005253,USR0189,Login Issue,High,Closed,2023-04-13,2023-04-26
TKT03983,ACC04668,CON014004,USR0189,Installation,High,Open,2024-03-06,
TKT03984,ACC01621,CON004874,USR0189,Software Bug,Low,Open,2023-10-03,
TKT03985,ACC00758,CON002255,USR0179,Login Issue,Critical,Open,2023-04-07,
TKT03986,ACC00647,CON001918,USR0179,Billing,Critical,Closed,2023-02-13,2023-02-26
TKT03987,ACC03748,CON011270,USR0029,Billing,Medium,Open,2024-07-08,
TKT03988,ACC04425,CON013263,USR0133,Login Issue,High,In Progress,2024-08-28,
TKT03989,ACC03493,CON010524,USR0165,Installation,Low,In Progress,2023-06-22,
TKT03990,ACC04787,CON014372,USR0189,Feature Request,Medium,Open,2024-10-07,
TKT03991,ACC03507,CON010565,USR0101,Installation,Medium,In Progress,2023-05-10,
TKT03992,ACC01285,CON003871,USR0148,Installation,High,Open,2024-02-22,
TKT03993,ACC03697,CON011118,USR0179,Feature Request,Medium,In Progress,2024-08-13,
TKT03994,ACC04498,CON013489,USR0033,Performance,Critical,Closed,2023-03-02,2023-03-06
TKT03995,ACC04870,CON014614,USR0061,Software Bug,Critical,Resolved,2023-07-17,2023-07-23
TKT03996,ACC01769,CON005306,USR0061,Performance,High,Closed,2024-08-27,2024-09-11
TKT03997,ACC03610,CON010846,USR0148,Performance,Low,In Progress,2023-10-03,
TKT03998,ACC03504,CON010554,USR0180,Performance,Critical,Resolved,2024-03-06,2024-03-17
TKT03999,ACC04255,CON012778,USR0188,Feature Request,Medium,Open,2023-01-02,
TKT04000,ACC03435,CON010340,USR0142,Performance,Medium,In Progress,2023-09-17,
TKT04001,ACC00874,CON002634,USR0148,Installation,Medium,Open,2024-10-18,
TKT04002,ACC03335,CON010034,USR0180,Software Bug,Medium,Open,2023-05-16,
TKT04003,ACC03326,CON010008,USR0165,Installation,Critical,Open,2023-02-17,
TKT04004,ACC04425,CON013262,USR0101,Billing,Low,In Progress,2023-05-17,
TKT04005,ACC03687,CON011084,USR0188,Installation,Medium,Open,2024-08-11,
TKT04006,ACC04814,CON014446,USR0101,Feature Request,Low,Open,2023-04-24,
TKT04007,ACC01749,CON005244,USR0142,Feature Request,Medium,In Progress,2023-12-16,
TKT04008,ACC02092,CON006267,USR0142,Configuration,High,Open,2023-05-31,
TKT04009,ACC00974,CON002934,USR0033,Installation,High,Closed,2023-11-29,2023-12-06
TKT04010,ACC04909,CON014732,USR0189,Configuration,Medium,In Progress,2024-03-30,
TKT04011,ACC04620,CON013868,USR0165,Software Bug,Medium,Closed,2023-07-31,2023-08-06
TKT04012,ACC02574,CON007695,USR0179,Feature Request,Low,Closed,2024-05-16,2024-05-21
TKT04013,ACC04478,CON013441,USR0061,Feature Request,Critical,Open,2023-09-16,
TKT04014,ACC03793,CON011408,USR0061,Configuration,Low,Open,2023-06-12,
TKT04015,ACC02370,CON007100,USR0029,Feature Request,Low,Resolved,2024-04-14,2024-04-18
TKT04016,ACC04397,CON013177,USR0148,Billing,High,In Progress,2023-10-22,
TKT04017,ACC03077,CON009247,USR0142,Login Issue,Critical,Closed,2023-07-01,2023-07-14
TKT04018,ACC00735,CON002178,USR0180,Performance,Critical,Open,2024-06-26,
TKT04019,ACC00313,CON000954,USR0148,Software Bug,Critical,Resolved,2023-12-23,2024-01-03
TKT04020,ACC00459,CON001382,USR0101,Feature Request,Critical,Resolved,2023-07-25,2023-08-08
TKT04021,ACC01699,CON005095,USR0148,Feature Request,Medium,In Progress,2023-10-04,
TKT04022,ACC04876,CON014626,USR0048,Login Issue,Medium,In Progress,2024-03-24,
TKT04023,ACC04740,CON014225,USR0142,Software Bug,Medium,Closed,2024-10-22,2024-10-29
TKT04024,ACC03912,CON011774,USR0133,Billing,High,Resolved,2023-04-23,2023-05-05
TKT04025,ACC01893,CON005648,USR0165,Installation,High,Resolved,2023-04-12,2023-04-26
TKT04026,ACC04473,CON013424,USR0033,Login Issue,Low,Open,2024-02-18,
TKT04027,ACC04518,CON013557,USR0142,Configuration,Medium,Resolved,2023-09-05,2023-09-10
TKT04028,ACC02155,CON006446,USR0029,Installation,Critical,In Progress,2024-11-15,
TKT04029,ACC01001,CON003019,USR0179,Software Bug,Low,Open,2024-06-25,
TKT04030,ACC01938,CON005774,USR0048,Billing,Low,Closed,2023-12-02,2023-12-12
TKT04031,ACC04700,CON014108,USR0148,Software Bug,Low,In Progress,2024-05-07,
TKT04032,ACC02021,CON006037,USR0180,Installation,High,Closed,2023-11-10,2023-11-15
TKT04033,ACC01350,CON004066,USR0148,Installation,Critical,In Progress,2024-08-23,
TKT04034,ACC01189,CON003573,USR0142,Feature Request,Critical,Resolved,2024-11-16,2024-11-18
TKT04035,ACC03925,CON011813,USR0029,Software Bug,High,In Progress,2024-10-01,
TKT04036,ACC04470,CON013412,USR0033,Feature Request,Medium,Resolved,2023-02-16,2023-02-22
TKT04037,ACC00758,CON002254,USR0180,Software Bug,Critical,Resolved,2024-06-29,2024-07-07
TKT04038,ACC00495,CON001483,USR0180,Installation,Low,Open,2024-07-29,
TKT04039,ACC00932,CON002813,USR0148,Software Bug,Critical,In Progress,2023-04-16,
TKT04040,ACC03395,CON010220,USR0033,Feature Request,Critical,In Progress,2023-02-14,
TKT04041,ACC03936,CON011850,USR0148,Login Issue,Critical,Open,2024-07-01,
TKT04042,ACC04594,CON013783,USR0179,Installation,Medium,In Progress,2023-05-19,
TKT04043,ACC01250,CON003755,USR0048,Login Issue,High,Resolved,2023-08-12,2023-08-14
TKT04044,ACC03055,CON009179,USR0165,Billing,Critical,Closed,2023-01-12,2023-01-14
TKT04045,ACC03904,CON011752,USR0101,Billing,Medium,Open,2023-08-03,
TKT04046,ACC03661,CON011008,USR0148,Login Issue,High,Open,2024-09-18,
TKT04047,ACC04786,CON014367,USR0101,Login Issue,Critical,In Progress,2024-09-04,
TKT04048,ACC04125,CON012407,USR0133,Installation,Low,In Progress,2023-10-11,
TKT04049,ACC00920,CON002777,USR0165,Configuration,Critical,In Progress,2024-05-16,
TKT04050,ACC00181,CON000539,USR0188,Login Issue,Medium,Open,2023-12-05,
TKT04051,ACC03625,CON010890,USR0148,Feature Request,High,Resolved,2024-08-12,2024-08-13
TKT04052,ACC01383,CON004168,USR0101,Installation,Medium,Closed,2024-01-01,2024-01-10
TKT04053,ACC02571,CON007686,USR0188,Installation,Low,Open,2023-01-28,
TKT04054,ACC00135,CON000403,USR0029,Software Bug,Medium,Resolved,2024-11-14,2024-11-18
TKT04055,ACC00025,CON000064,USR0029,Installation,Medium,Open,2023-08-28,
TKT04056,ACC00238,CON000722,USR0165,Software Bug,Medium,In Progress,2023-07-20,
TKT04057,ACC04498,CON013493,USR0133,Installation,Critical,Closed,2023-10-30,2023-10-31
TKT04058,ACC00064,CON000190,USR0148,Login Issue,Low,In Progress,2023-08-20,
TKT04059,ACC00287,CON000866,USR0101,Configuration,High,Resolved,2023-07-29,2023-08-09
TKT04060,ACC02198,CON006578,USR0101,Installation,Low,In Progress,2024-03-18,
TKT04061,ACC02166,CON006487,USR0142,Login Issue,Medium,Closed,2023-06-12,2023-06-19
TKT04062,ACC01820,CON005450,USR0029,Performance,Medium,Open,2024-01-19,
TKT04063,ACC03672,CON011042,USR0188,Login Issue,Medium,Closed,2024-12-01,2024-12-03
TKT04064,ACC03899,CON011734,USR0029,Software Bug,Critical,Open,2023-08-05,
TKT04065,ACC02078,CON006219,USR0101,Installation,Medium,Closed,2023-04-22,2023-04-26
TKT04066,ACC03491,CON010514,USR0189,Feature Request,Medium,Resolved,2023-09-30,2023-10-15
TKT04067,ACC00187,CON000558,USR0029,Feature Request,Critical,In Progress,2024-08-31,
TKT04068,ACC04995,CON014996,USR0101,Billing,High,Closed,2023-06-26,2023-07-01
TKT04069,ACC04681,CON014049,USR0188,Installation,Low,In Progress,2024-09-12,
TKT04070,ACC00749,CON002219,USR0188,Feature Request,Critical,Closed,2023-07-20,2023-07-25
TKT04071,ACC04042,CON012153,USR0048,Configuration,Medium,Open,2023-04-04,
TKT04072,ACC04665,CON014001,USR0048,Installation,Low,In Progress,2023-02-25,
TKT04073,ACC02987,CON008981,USR0180,Installation,Medium,Closed,2024-07-27,2024-08-03
TKT04074,ACC00850,CON002547,USR0133,Performance,Medium,In Progress,2023-02-24,
TKT04075,ACC00141,CON000427,USR0189,Login Issue,Low,In Progress,2023-05-10,
TKT04076,ACC03723,CON011198,USR0029,Billing,Low,Open,2023-09-05,
TKT04077,ACC04771,CON014322,USR0142,Performance,Medium,Resolved,2023-09-23,2023-09-29
TKT04078,ACC00845,CON002526,USR0133,Feature Request,Critical,Open,2023-07-02,
TKT04079,ACC00439,CON001328,USR0189,Configuration,Medium,In Progress,2023-07-30,
TKT04080,ACC01915,CON005710,USR0189,Performance,Medium,Open,2024-10-13,
TKT04081,ACC04627,CON013882,USR0029,Feature Request,Low,Closed,2024-10-01,2024-10-03
TKT04082,ACC03362,CON010116,USR0148,Installation,High,Closed,2023-11-26,2023-11-29
TKT04083,ACC00644,CON001910,USR0188,Login Issue,Low,Open,2023-12-12,
TKT04084,ACC01648,CON004953,USR0101,Configuration,Low,Open,2023-01-28,
TKT04085,ACC02556,CON007648,USR0061,Configuration,Low,Resolved,2023-03-27,2023-03-30
TKT04086,ACC01953,CON005822,USR0165,Feature Request,Low,In Progress,2023-03-26,
TKT04087,ACC02103,CON006296,USR0033,Configuration,Low,Resolved,2024-03-25,2024-03-26
TKT04088,ACC00531,CON001580,USR0188,Feature Request,Low,Resolved,2023-06-03,2023-06-09
TKT04089,ACC01509,CON004568,USR0165,Billing,High,Resolved,2024-05-31,2024-06-13
TKT04090,ACC04617,CON013858,USR0148,Performance,Medium,Open,2023-06-13,
TKT04091,ACC04657,CON013974,USR0133,Feature Request,Low,Closed,2024-09-06,2024-09-11
TKT04092,ACC02371,CON007101,USR0061,Configuration,High,In Progress,2023-06-04,
TKT04093,ACC02206,CON006602,USR0189,Billing,Critical,Open,2024-05-28,
TKT04094,ACC00015,CON000036,USR0033,Performance,Critical,Open,2024-04-25,
TKT04095,ACC03664,CON011013,USR0148,Login Issue,Low,Open,2024-04-23,
TKT04096,ACC02769,CON008306,USR0189,Software Bug,Critical,Resolved,2023-01-03,2023-01-18
TKT04097,ACC03123,CON009365,USR0029,Billing,High,Resolved,2023-12-20,2023-12-22
TKT04098,ACC01351,CON004068,USR0029,Feature Request,Critical,In Progress,2024-06-26,
TKT04099,ACC02737,CON008206,USR0165,Software Bug,Critical,Open,2024-07-30,
TKT04100,ACC02194,CON006564,USR0188,Software Bug,High,Resolved,2023-06-02,2023-06-11
TKT04101,ACC00110,CON000329,USR0189,Billing,High,Open,2024-01-14,
TKT04102,ACC00836,CON002508,USR0189,Login Issue,Low,Closed,2023-06-24,2023-07-06
TKT04103,ACC00473,CON001420,USR0165,Feature Request,Medium,Closed,2024-10-02,2024-10-03
TKT04104,ACC00966,CON002912,USR0029,Configuration,Critical,Closed,2023-09-04,2023-09-14
TKT04105,ACC04151,CON012472,USR0165,Login Issue,Medium,Resolved,2024-09-24,2024-10-07
TKT04106,ACC01308,CON003941,USR0061,Login Issue,High,Open,2023-05-09,
TKT04107,ACC01755,CON005264,USR0142,Configuration,Critical,Open,2023-02-18,
TKT04108,ACC02366,CON007086,USR0033,Performance,Low,Open,2023-09-16,
TKT04109,ACC00337,CON001027,USR0048,Installation,Medium,Resolved,2023-09-25,2023-10-09
TKT04110,ACC04896,CON014687,USR0180,Software Bug,Medium,Closed,2024-07-14,2024-07-22
TKT04111,ACC03852,CON011585,USR0048,Performance,Low,In Progress,2024-01-23,
TKT04112,ACC00503,CON001503,USR0165,Software Bug,Low,Resolved,2024-02-14,2024-02-18
TKT04113,ACC02732,CON008186,USR0133,Installation,High,Closed,2023-05-25,2023-06-04
TKT04114,ACC02271,CON006813,USR0189,Billing,Medium,Resolved,2023-06-24,2023-07-01
TKT04115,ACC02874,CON008606,USR0142,Feature Request,Medium,In Progress,2023-01-22,
TKT04116,ACC01321,CON003981,USR0165,Login Issue,High,Closed,2024-01-13,2024-01-17
TKT04117,ACC03046,CON009156,USR0029,Feature Request,Low,Open,2023-09-15,
TKT04118,ACC02485,CON007432,USR0179,Feature Request,Medium,Resolved,2024-02-04,2024-02-15
TKT04119,ACC01496,CON004525,USR0048,Billing,Low,Resolved,2023-12-30,2024-01-12
TKT04120,ACC03526,CON010614,USR0133,Software Bug,High,Closed,2023-07-11,2023-07-24
TKT04121,ACC02149,CON006427,USR0165,Billing,Medium,In Progress,2023-12-15,
TKT04122,ACC01451,CON004371,USR0133,Feature Request,Critical,Open,2023-01-24,
TKT04123,ACC01759,CON005278,USR0133,Billing,High,Closed,2023-11-12,2023-11-25
TKT04124,ACC02057,CON006152,USR0180,Configuration,Medium,Open,2024-06-09,
TKT04125,ACC02465,CON007376,USR0061,Performance,Medium,Resolved,2023-04-22,2023-04-26
TKT04126,ACC00808,CON002418,USR0148,Software Bug,Critical,Resolved,2023-10-10,2023-10-22
TKT04127,ACC04713,CON014147,USR0142,Installation,High,Open,2024-09-16,
TKT04128,ACC00706,CON002099,USR0165,Installation,Low,Resolved,2023-02-08,2023-02-19
TKT04129,ACC02391,CON007155,USR0180,Software Bug,Medium,In Progress,2023-10-26,
TKT04130,ACC00794,CON002362,USR0148,Configuration,High,Resolved,2023-08-02,2023-08-06
TKT04131,ACC00311,CON000950,USR0029,Installation,Low,Resolved,2024-08-24,2024-09-08
TKT04132,ACC03255,CON009786,USR0101,Configuration,Medium,In Progress,2024-02-09,
TKT04133,ACC02600,CON007781,USR0101,Login Issue,Critical,Open,2023-04-15,
