InvoiceID,OrderID,InvoiceDate,DueDate,SubTotal,Tax,TotalAmount,PaymentTerms,InvoiceStatus
INV05005,ORD05005,28-04-2023,28-05-2023,222562,40061.16,262623.16,Net 30,Paid
INV05006,ORD05006,23-06-2023,08-07-2023,195648.2,35216.68,230864.88,Net 15,Pending
INV05007,ORD05007,22-03-2023,06-04-2023,251387.55,45249.76,296637.31,Net 15,Pending
INV05008,ORD05008,01-06-2023,01-07-2023,45435.8,8178.44,53614.24,Net 30,Paid
INV05009,ORD05009,15-03-2023,29-04-2023,129805.25,23364.94,153170.19,Net 45,Pending
INV05010,ORD05010,12-06-2023,27-06-2023,50295.75,9053.23,59348.98,Net 15,Paid
INV05011,ORD05011,15-06-2023,30-06-2023,24025.65,4324.62,28350.27,Net 15,Pending
INV05012,ORD05012,21-06-2023,06-07-2023,92477.7,16645.99,109123.69,Net 15,Paid
INV05013,ORD05013,08-05-2023,07-06-2023,285504.35,51390.78,336895.13,Net 30,Paid
INV05014,ORD05014,29-06-2023,13-08-2023,36851.75,6633.31,43485.06,Net 45,Pending
INV05015,ORD05015,17-07-2023,31-08-2023,138448.7,24920.77,163369.47,Net 45,Paid
INV05016,ORD05016,15-03-2023,30-03-2023,69796.65,12563.4,82360.05,Net 15,Pending
INV05017,ORD05017,11-03-2023,10-04-2023,59415,10694.7,70109.7,Net 30,Overdue
INV05018,ORD05018,23-03-2023,07-05-2023,105194.7,18935.05,124129.75,Net 45,Paid
INV05019,ORD05019,24-07-2023,08-08-2023,181631.45,32693.66,214325.11,Net 15,Paid
INV05020,ORD05020,08-05-2023,23-05-2023,86292,15532.56,101824.56,Net 15,Paid
INV05021,ORD05021,22-02-2023,09-03-2023,19212.45,3458.24,22670.69,Net 15,Paid
INV05022,ORD05022,23-04-2023,23-05-2023,101338.05,18240.85,119578.9,Net 30,Overdue
INV05023,ORD05023,29-03-2023,13-05-2023,250455.8,45082.04,295537.84,Net 45,Paid
INV05024,ORD05024,29-05-2023,13-06-2023,134210.6,24157.91,158368.51,Net 15,Paid
INV05025,ORD05025,17-06-2023,02-07-2023,197257.8,35506.4,232764.2,Net 15,Overdue
INV05026,ORD05026,29-03-2023,28-04-2023,90240.4,16243.27,106483.67,Net 30,Paid
INV05027,ORD05027,16-05-2023,31-05-2023,148802,26784.36,175586.36,Net 15,Pending
INV05028,ORD05028,24-02-2023,11-03-2023,228371.4,41106.85,269478.25,Net 15,Paid
INV05029,ORD05029,29-06-2023,13-08-2023,227448.1,40940.66,268388.76,Net 45,Paid
INV05030,ORD05030,08-02-2023,10-03-2023,101976.55,18355.78,120332.33,Net 30,Paid
INV05031,ORD05031,10-02-2023,25-02-2023,137867.45,24816.14,162683.59,Net 15,Pending
INV05032,ORD05032,16-03-2023,31-03-2023,45762.7,8237.29,53999.99,Net 15,Paid
INV05033,ORD05033,04-03-2023,18-04-2023,21384.35,3849.18,25233.53,Net 45,Overdue
INV05034,ORD05034,14-04-2023,29-05-2023,101498.95,18269.81,119768.76,Net 45,Paid
INV05035,ORD05035,04-02-2023,19-02-2023,6440,1159.2,7599.2,Net 15,Overdue
INV05036,ORD05036,23-02-2023,09-04-2023,184536,33216.48,217752.48,Net 45,Paid
INV05037,ORD05037,30-11-2023,30-12-2023,242834.55,43710.22,286544.77,Net 30,Paid
INV05038,ORD05038,13-11-2023,28-12-2023,172984.2,31137.16,204121.36,Net 45,Paid
INV05039,ORD05039,22-11-2023,06-01-2024,179634.7,32334.25,211968.95,Net 45,Paid
INV05040,ORD05040,07-12-2023,22-12-2023,133737.95,24072.83,157810.78,Net 15,Paid
INV05041,ORD05041,15-11-2023,15-12-2023,7940.6,1429.31,9369.91,Net 30,Overdue
INV05042,ORD05042,20-11-2023,20-12-2023,229300.3,41274.05,270574.35,Net 30,Paid
INV05043,ORD05043,19-12-2023,03-01-2024,101002.3,18180.41,119182.71,Net 15,Paid
INV05044,ORD05044,28-12-2023,27-01-2024,176911.4,31844.05,208755.45,Net 30,Paid
INV05045,ORD05045,10-12-2023,25-12-2023,126844.05,22831.93,149675.98,Net 15,Pending
INV05046,ORD05046,22-11-2023,22-12-2023,249656.25,44938.12,294594.37,Net 30,Paid
INV05047,ORD05047,13-12-2023,27-01-2024,12302.6,2214.47,14517.07,Net 45,Pending
INV05048,ORD05048,30-12-2023,14-01-2024,173368.65,31206.36,204575.01,Net 15,Paid
INV05049,ORD05049,14-11-2023,29-11-2023,199530.95,35915.57,235446.52,Net 15,Paid
INV05050,ORD05050,14-01-2024,28-02-2024,8067.6,1452.17,9519.77,Net 45,Paid
INV05051,ORD05051,16-11-2023,16-12-2023,175962.05,31673.17,207635.22,Net 30,Pending
INV05052,ORD05052,05-11-2023,20-12-2023,164153.2,29547.58,193700.78,Net 45,Pending
INV05053,ORD05053,09-12-2023,23-01-2024,242919.25,43725.46,286644.71,Net 45,Paid
INV05054,ORD05054,07-01-2024,06-02-2024,16572.8,2983.1,19555.9,Net 30,Pending
INV05055,ORD05055,14-11-2023,29-11-2023,138493.5,24928.83,163422.33,Net 15,Paid
INV05056,ORD05056,14-05-2022,29-05-2022,106844.6,19232.03,126076.63,Net 15,Pending
INV05057,ORD05057,17-06-2022,02-07-2022,34426.8,6196.82,40623.62,Net 15,Paid
INV05058,ORD05058,25-04-2022,10-05-2022,244734.55,44052.22,288786.77,Net 15,Paid
INV05059,ORD05059,14-04-2022,14-05-2022,214529.15,38615.25,253144.4,Net 30,Paid
INV05060,ORD05060,15-08-2022,14-09-2022,191794.2,34522.96,226317.16,Net 30,Pending
INV05061,ORD05061,27-05-2022,11-06-2022,170579.05,30704.23,201283.28,Net 15,Paid
INV05062,ORD05062,13-06-2022,28-06-2022,252647.1,45476.48,298123.58,Net 15,Pending
INV05063,ORD05063,12-07-2022,11-08-2022,74239,13363.02,87602.02,Net 30,Paid
INV05064,ORD05064,27-04-2022,11-06-2022,262302.6,47214.47,309517.07,Net 45,Pending
INV05065,ORD05065,30-06-2022,15-07-2022,219447.65,39500.58,258948.23,Net 15,Paid
INV05066,ORD05066,13-05-2022,28-05-2022,212186.4,38193.55,250379.95,Net 15,Paid
INV05067,ORD05067,28-07-2022,12-08-2022,201949,36350.82,238299.82,Net 15,Overdue
INV05068,ORD05068,13-04-2022,13-05-2022,279044.3,50227.97,329272.27,Net 30,Overdue
INV05069,ORD05069,20-04-2022,20-05-2022,247626.6,44572.79,292199.39,Net 30,Paid
INV05070,ORD05070,27-05-2022,11-07-2022,219826.7,39568.81,259395.51,Net 45,Paid
INV05071,ORD05071,11-06-2022,11-07-2022,84518.25,15213.28,99731.53,Net 30,Overdue
INV05072,ORD05072,30-04-2022,15-05-2022,196028.4,35285.11,231313.51,Net 15,Paid
INV05073,ORD05073,29-07-2022,28-08-2022,21403.1,3852.56,25255.66,Net 30,Overdue
INV05074,ORD05074,04-07-2022,18-08-2022,132727.85,23891.01,156618.86,Net 45,Paid
INV05075,ORD05075,29-05-2022,13-07-2022,171192.65,30814.68,202007.33,Net 45,Pending
INV05076,ORD05076,22-07-2022,06-08-2022,203406.3,36613.13,240019.43,Net 15,Paid
INV05077,ORD05077,22-05-2022,06-06-2022,227061,40870.98,267931.98,Net 15,Pending
INV05078,ORD05078,29-05-2022,13-06-2022,65554.5,11799.81,77354.31,Net 15,Pending
INV05079,ORD05079,20-08-2022,04-09-2022,199800,35964,235764,Net 15,Pending
INV05080,ORD05080,29-05-2022,13-07-2022,256592.2,46186.6,302778.8,Net 45,Paid
INV05081,ORD05081,23-07-2022,22-08-2022,155996.1,28079.3,184075.4,Net 30,Paid
INV05082,ORD05082,24-06-2022,24-07-2022,273177,49171.86,322348.86,Net 30,Paid
INV05083,ORD05083,31-05-2022,15-07-2022,161627.05,29092.87,190719.92,Net 45,Paid
INV05084,ORD05084,10-04-2022,25-05-2022,276162.35,49709.22,325871.57,Net 45,Overdue
INV05085,ORD05085,30-05-2022,14-06-2022,35399.35,6371.88,41771.23,Net 15,Paid
INV05086,ORD05086,02-07-2022,16-08-2022,118183.6,21273.05,139456.65,Net 45,Paid
INV05087,ORD05087,14-08-2022,29-08-2022,156715.8,28208.84,184924.64,Net 15,Pending
INV05088,ORD05088,25-07-2022,08-09-2022,234465.6,42203.81,276669.41,Net 45,Paid
INV05089,ORD05089,29-05-2022,13-06-2022,199815,35966.7,235781.7,Net 15,Paid
INV05090,ORD05090,25-06-2022,10-07-2022,254575,45823.5,300398.5,Net 15,Pending
INV05091,ORD05091,02-07-2022,17-07-2022,98277.45,17689.94,115967.39,Net 15,Paid
INV05092,ORD05092,11-05-2025,25-06-2025,218382.2,39308.8,257691,Net 45,Paid
INV05093,ORD05093,21-05-2025,05-06-2025,61123.5,11002.23,72125.73,Net 15,Pending
INV05094,ORD05094,17-02-2025,19-03-2025,200248.3,36044.69,236292.99,Net 30,Paid
INV05095,ORD05095,29-06-2025,29-07-2025,117908.05,21223.45,139131.5,Net 30,Pending
INV05096,ORD05096,22-05-2025,21-06-2025,237148.3,42686.69,279834.99,Net 30,Paid
INV05097,ORD05097,22-02-2025,08-04-2025,5593.75,1006.88,6600.63,Net 45,Pending
INV05098,ORD05098,01-05-2025,31-05-2025,34334.7,6180.25,40514.95,Net 30,Overdue
INV05099,ORD05099,13-05-2025,12-06-2025,30088.8,5415.98,35504.78,Net 30,Paid
INV05100,ORD05100,07-04-2025,22-05-2025,123990.7,22318.33,146309.03,Net 45,Paid
INV05101,ORD05101,26-06-2025,10-08-2025,124605.3,22428.95,147034.25,Net 45,Overdue
INV05102,ORD05102,14-02-2025,16-03-2025,72819.65,13107.54,85927.19,Net 30,Paid
INV05103,ORD05103,08-03-2025,07-04-2025,15488.85,2787.99,18276.84,Net 30,Pending
INV05104,ORD05104,24-03-2025,08-04-2025,155160.1,27928.82,183088.92,Net 15,Paid
INV05105,ORD05105,22-04-2025,07-05-2025,164466.15,29603.91,194070.06,Net 15,Paid
INV05106,ORD05106,24-09-2023,24-10-2023,22651.35,4077.24,26728.59,Net 30,Paid
INV05107,ORD05107,07-09-2023,07-10-2023,180029.15,32405.25,212434.4,Net 30,Paid
INV05108,ORD05108,09-09-2023,24-09-2023,103543.2,18637.78,122180.98,Net 15,Overdue
INV05109,ORD05109,07-09-2023,22-09-2023,228153.6,41067.65,269221.25,Net 15,Paid
INV05110,ORD05110,23-12-2023,07-01-2024,28640.6,5155.31,33795.91,Net 15,Paid
INV05111,ORD05111,25-12-2023,09-01-2024,136629,24593.22,161222.22,Net 15,Pending
INV05112,ORD05112,25-09-2023,09-11-2023,194072.6,34933.07,229005.67,Net 45,Pending
INV05113,ORD05113,18-08-2023,02-10-2023,7341.3,1321.43,8662.73,Net 45,Pending
INV05114,ORD05114,22-08-2023,06-10-2023,155887.9,28059.82,183947.72,Net 45,Paid
INV05115,ORD05115,30-08-2023,29-09-2023,134050.05,24129.01,158179.06,Net 30,Paid
INV05116,ORD05116,17-11-2023,01-01-2024,29066.55,5231.98,34298.53,Net 45,Paid
INV05117,ORD05117,18-09-2023,03-10-2023,61793.85,11122.89,72916.74,Net 15,Pending
INV05118,ORD05118,02-10-2023,16-11-2023,194665.05,35039.71,229704.76,Net 45,Overdue
INV05119,ORD05119,14-08-2023,28-09-2023,92587.95,16665.83,109253.78,Net 45,Paid
INV05120,ORD05120,16-08-2023,15-09-2023,93955.95,16912.07,110868.02,Net 30,Overdue
INV05121,ORD05121,16-08-2023,31-08-2023,94405.6,16993.01,111398.61,Net 15,Overdue
INV05122,ORD05122,11-12-2023,10-01-2024,126203.75,22716.67,148920.42,Net 30,Paid
INV05123,ORD05123,12-12-2023,11-01-2024,88824.35,15988.38,104812.73,Net 30,Overdue
INV05124,ORD05124,31-07-2023,30-08-2023,215892,38860.56,254752.56,Net 30,Paid
INV05125,ORD05125,03-11-2023,18-11-2023,227059.2,40870.66,267929.86,Net 15,Paid
INV05126,ORD05126,27-09-2023,11-11-2023,251116.35,45200.94,296317.29,Net 45,Pending
INV05127,ORD05127,05-01-2024,19-02-2024,46875.65,8437.62,55313.27,Net 45,Pending
INV05128,ORD05128,29-09-2023,14-10-2023,19825.05,3568.51,23393.56,Net 15,Pending
INV05129,ORD05129,14-08-2023,29-08-2023,45686.4,8223.55,53909.95,Net 15,Paid
INV05130,ORD05130,17-10-2023,01-11-2023,33882.3,6098.81,39981.11,Net 15,Paid
INV05131,ORD05131,27-11-2023,11-01-2024,33233,5981.94,39214.94,Net 45,Paid
INV05132,ORD05132,26-10-2023,10-11-2023,28382.45,5108.84,33491.29,Net 15,Paid
INV05133,ORD05133,02-01-2024,17-01-2024,269394.25,48490.96,317885.21,Net 15,Paid
INV05134,ORD05134,28-11-2023,13-12-2023,211767.2,38118.1,249885.3,Net 15,Overdue
INV05135,ORD05135,20-12-2023,03-02-2024,202519.25,36453.46,238972.71,Net 45,Pending
INV05136,ORD05136,19-08-2023,03-09-2023,250549.8,45098.96,295648.76,Net 15,Paid
INV05137,ORD05137,13-08-2023,27-09-2023,58373.7,10507.27,68880.97,Net 45,Paid
INV05138,ORD05138,15-07-2023,30-07-2023,128116.45,23060.96,151177.41,Net 15,Pending
INV05139,ORD05139,21-09-2023,21-10-2023,146979.15,26456.25,173435.4,Net 30,Paid
INV05140,ORD05140,28-11-2023,12-01-2024,92064.6,16571.63,108636.23,Net 45,Paid
INV05141,ORD05141,16-11-2023,16-12-2023,55011.15,9902.01,64913.16,Net 30,Paid
INV05142,ORD05142,01-01-2024,15-02-2024,217558,39160.44,256718.44,Net 45,Pending
INV05143,ORD05143,17-12-2023,01-01-2024,147911.1,26624,174535.1,Net 15,Paid
INV05144,ORD05144,09-11-2023,09-12-2023,151200.35,27216.06,178416.41,Net 30,Overdue
INV05145,ORD05145,14-10-2023,13-11-2023,167400.6,30132.11,197532.71,Net 30,Pending
INV05146,ORD05146,09-09-2023,24-09-2023,149178.5,26852.13,176030.63,Net 15,Pending
INV05147,ORD05147,23-08-2023,07-10-2023,121302.05,21834.37,143136.42,Net 45,Paid
INV05148,ORD05148,20-10-2023,04-12-2023,82259.25,14806.66,97065.91,Net 45,Overdue
INV05149,ORD05149,12-08-2023,11-09-2023,286115.05,51500.71,337615.76,Net 30,Paid
INV05150,ORD05150,13-10-2023,28-10-2023,263776.05,47479.69,311255.74,Net 15,Overdue
INV05151,ORD05151,18-01-2023,04-03-2023,178802.1,32184.38,210986.48,Net 45,Overdue
INV05152,ORD05152,04-02-2023,21-03-2023,227452.1,40941.38,268393.48,Net 45,Paid
INV05153,ORD05153,17-02-2023,19-03-2023,49356.65,8884.2,58240.85,Net 30,Paid
INV05154,ORD05154,20-01-2023,04-02-2023,120273.15,21649.17,141922.32,Net 15,Overdue
INV05155,ORD05155,05-12-2022,19-01-2023,167215.7,30098.83,197314.53,Net 45,Pending
INV05156,ORD05156,19-12-2022,02-02-2023,274767,49458.06,324225.06,Net 45,Paid
INV05157,ORD05157,15-02-2023,01-04-2023,268372,48306.96,316678.96,Net 45,Pending
INV05158,ORD05158,12-01-2023,27-01-2023,281486.75,50667.61,332154.36,Net 15,Paid
INV05159,ORD05159,06-02-2023,08-03-2023,299700,53946,353646,Net 30,Paid
INV05160,ORD05160,08-01-2023,23-01-2023,213836.7,38490.61,252327.31,Net 15,Paid
INV05161,ORD05161,20-03-2023,19-04-2023,214279.35,38570.28,252849.63,Net 30,Paid
INV05162,ORD05162,06-03-2023,05-04-2023,171206.85,30817.23,202024.08,Net 30,Paid
INV05163,ORD05163,24-02-2023,26-03-2023,9974.2,1795.36,11769.56,Net 30,Pending
INV05164,ORD05164,07-02-2023,09-03-2023,226156.1,40708.1,266864.2,Net 30,Paid
INV05165,ORD05165,07-04-2023,22-05-2023,135760.6,24436.91,160197.51,Net 45,Pending
INV05166,ORD05166,14-02-2023,01-03-2023,142591.6,25666.49,168258.09,Net 15,Paid
INV05167,ORD05167,26-04-2023,11-05-2023,157418.1,28335.26,185753.36,Net 15,Paid
INV05168,ORD05168,03-01-2023,17-02-2023,260376.3,46867.73,307244.03,Net 45,Overdue
INV05169,ORD05169,30-03-2023,29-04-2023,98023.9,17644.3,115668.2,Net 30,Pending
INV05170,ORD05170,31-01-2023,02-03-2023,103073.75,18553.27,121627.02,Net 30,Pending
INV05171,ORD05171,15-01-2023,14-02-2023,223401.45,40212.26,263613.71,Net 30,Paid
INV05172,ORD05172,18-12-2022,02-01-2023,192714.85,34688.67,227403.52,Net 15,Overdue
INV05173,ORD05173,04-02-2023,21-03-2023,120881.7,21758.71,142640.41,Net 45,Pending
INV05174,ORD05174,18-01-2023,02-02-2023,140844.1,25351.94,166196.04,Net 15,Paid
INV05175,ORD05175,22-12-2022,06-01-2023,265068.6,47712.35,312780.95,Net 15,Pending
INV05176,ORD05176,02-12-2022,17-12-2022,75237.95,13542.83,88780.78,Net 15,Paid
INV05177,ORD05177,24-03-2023,08-04-2023,114611.6,20630.09,135241.69,Net 15,Pending
INV05178,ORD05178,27-04-2023,27-05-2023,86006.15,15481.11,101487.26,Net 30,Pending
INV05179,ORD05179,14-12-2022,13-01-2023,275078.7,49514.17,324592.87,Net 30,Overdue
INV05180,ORD05180,30-03-2023,29-04-2023,22015.3,3962.75,25978.05,Net 30,Paid
INV05181,ORD05181,11-02-2023,13-03-2023,216016.5,38882.97,254899.47,Net 30,Paid
INV05182,ORD05182,13-01-2023,12-02-2023,235477.2,42385.9,277863.1,Net 30,Pending
INV05183,ORD05183,30-04-2023,15-05-2023,251621.65,45291.9,296913.55,Net 15,Paid
INV05184,ORD05184,17-01-2023,03-03-2023,255113.1,45920.36,301033.46,Net 45,Paid
INV05185,ORD05185,09-04-2023,09-05-2023,173304,31194.72,204498.72,Net 30,Pending
INV05186,ORD05186,09-12-2022,08-01-2023,200963.1,36173.36,237136.46,Net 30,Overdue
INV05187,ORD05187,26-12-2022,25-01-2023,76208.05,13717.45,89925.5,Net 30,Pending
INV05188,ORD05188,27-12-2022,11-01-2023,258159.25,46468.67,304627.92,Net 15,Paid
INV05189,ORD05189,09-01-2023,24-01-2023,11104.2,1998.76,13102.96,Net 15,Overdue
INV05190,ORD05190,27-04-2023,11-06-2023,62514.1,11252.54,73766.64,Net 45,Paid
INV05191,ORD05191,28-12-2022,27-01-2023,253737,45672.66,299409.66,Net 30,Pending
INV05192,ORD05192,09-12-2022,24-12-2022,136106,24499.08,160605.08,Net 15,Paid
INV05193,ORD05193,28-04-2023,28-05-2023,61577.4,11083.93,72661.33,Net 30,Paid
INV05194,ORD05194,28-03-2023,27-04-2023,181981.9,32756.74,214738.64,Net 30,Pending
INV05195,ORD05195,07-04-2023,07-05-2023,121157.7,21808.39,142966.09,Net 30,Paid
INV05196,ORD05196,16-02-2023,02-04-2023,274562,49421.16,323983.16,Net 45,Paid
INV05197,ORD05197,14-01-2023,28-02-2023,288001.9,51840.34,339842.24,Net 45,Pending
INV05198,ORD05198,01-03-2023,15-04-2023,12792,2302.56,15094.56,Net 45,Paid
INV05199,ORD05199,04-01-2023,18-02-2023,47059.05,8470.63,55529.68,Net 45,Pending
INV05200,ORD05200,17-02-2025,04-03-2025,231745.15,41714.13,273459.28,Net 15,Paid
INV05201,ORD05201,14-03-2025,28-04-2025,93521.75,16833.92,110355.67,Net 45,Paid
INV05202,ORD05202,17-03-2025,01-04-2025,223746.8,40274.42,264021.22,Net 15,Pending
INV05203,ORD05203,25-04-2025,25-05-2025,162433.95,29238.11,191672.06,Net 30,Paid
INV05204,ORD05204,25-04-2025,10-05-2025,179828.15,32369.07,212197.22,Net 15,Pending
INV05205,ORD05205,05-03-2025,04-04-2025,292632.45,52673.84,345306.29,Net 30,Pending
INV05206,ORD05206,10-03-2025,09-04-2025,228002.85,41040.51,269043.36,Net 30,Overdue
INV05207,ORD05207,18-03-2025,02-04-2025,244617.6,44031.17,288648.77,Net 15,Paid
INV05208,ORD05208,10-03-2025,24-04-2025,257904,46422.72,304326.72,Net 45,Overdue
INV05209,ORD05209,26-04-2025,26-05-2025,270527.1,48694.88,319221.98,Net 30,Paid
INV05210,ORD05210,17-02-2025,04-03-2025,107503.75,19350.67,126854.42,Net 15,Paid
INV05211,ORD05211,27-04-2025,27-05-2025,186388.45,33549.92,219938.37,Net 30,Pending
INV05212,ORD05212,14-04-2025,29-04-2025,236388.85,42549.99,278938.84,Net 15,Paid
INV05213,ORD05213,08-03-2025,23-03-2025,12376.4,2227.75,14604.15,Net 15,Overdue
INV05214,ORD05214,08-03-2025,07-04-2025,250389.3,45070.07,295459.37,Net 30,Paid
INV05215,ORD05215,20-04-2025,04-06-2025,136713.15,24608.37,161321.52,Net 45,Paid
INV05216,ORD05216,26-02-2025,12-04-2025,85677.65,15421.98,101099.63,Net 45,Paid
INV05217,ORD05217,28-04-2025,12-06-2025,221932.3,39947.81,261880.11,Net 45,Overdue
INV05218,ORD05218,14-03-2025,28-04-2025,92288.7,16611.97,108900.67,Net 45,Paid
INV05219,ORD05219,24-04-2025,24-05-2025,81804.15,14724.75,96528.9,Net 30,Paid
INV05220,ORD05220,18-04-2025,03-05-2025,117917.8,21225.2,139143,Net 15,Paid
INV05221,ORD05221,10-03-2025,25-03-2025,124417,22395.06,146812.06,Net 15,Overdue
INV05222,ORD05222,21-04-2025,21-05-2025,119015.45,21422.78,140438.23,Net 30,Overdue
INV05223,ORD05223,04-03-2025,19-03-2025,62683.55,11283.04,73966.59,Net 15,Pending
INV05224,ORD05224,17-03-2025,01-04-2025,39744,7153.92,46897.92,Net 15,Paid
INV05225,ORD05225,25-02-2025,11-04-2025,187662.15,33779.19,221441.34,Net 45,Paid
INV05226,ORD05226,11-04-2025,26-04-2025,223650.45,40257.08,263907.53,Net 15,Pending
INV05227,ORD05227,06-03-2025,21-03-2025,131650.2,23697.04,155347.24,Net 15,Pending
INV05228,ORD05228,21-07-2023,04-09-2023,191923.35,34546.2,226469.55,Net 45,Pending
INV05229,ORD05229,21-08-2023,05-09-2023,13773.3,2479.19,16252.49,Net 15,Paid
INV05230,ORD05230,23-08-2023,07-09-2023,184316.45,33176.96,217493.41,Net 15,Paid
INV05231,ORD05231,22-08-2023,21-09-2023,107939.8,19429.16,127368.96,Net 30,Paid
INV05232,ORD05232,19-08-2023,03-09-2023,55510.25,9991.84,65502.09,Net 15,Paid
INV05233,ORD05233,17-08-2023,01-10-2023,110221.25,19839.83,130061.08,Net 45,Pending
INV05234,ORD05234,08-08-2023,07-09-2023,254246.3,45764.33,300010.63,Net 30,Overdue
INV05235,ORD05235,01-08-2023,16-08-2023,30546.3,5498.33,36044.63,Net 15,Pending
INV05236,ORD05236,03-08-2023,17-09-2023,257114.1,46280.54,303394.64,Net 45,Paid
INV05237,ORD05237,09-08-2023,23-09-2023,81088.35,14595.9,95684.25,Net 45,Paid
INV05238,ORD05238,23-07-2023,22-08-2023,143312.25,25796.2,169108.45,Net 30,Paid
INV05239,ORD05239,28-08-2023,27-09-2023,130438.8,23478.98,153917.78,Net 30,Paid
INV05240,ORD05240,11-08-2023,10-09-2023,212904.4,38322.79,251227.19,Net 30,Paid
INV05241,ORD05241,12-08-2023,11-09-2023,63875.25,11497.55,75372.8,Net 30,Paid
INV05242,ORD05242,28-07-2023,11-09-2023,209572.15,37722.99,247295.14,Net 45,Overdue
INV05243,ORD05243,27-07-2023,10-09-2023,43667.1,7860.08,51527.18,Net 45,Overdue
INV05244,ORD05244,15-08-2023,14-09-2023,81346.75,14642.41,95989.16,Net 30,Overdue
INV05245,ORD05245,17-07-2023,01-08-2023,210496,37889.28,248385.28,Net 15,Pending
INV05246,ORD05246,15-08-2023,29-09-2023,139665.2,25139.74,164804.94,Net 45,Paid
INV05247,ORD05247,13-08-2023,27-09-2023,145698.7,26225.77,171924.47,Net 45,Paid
INV05248,ORD05248,13-08-2023,27-09-2023,66244.95,11924.09,78169.04,Net 45,Paid
INV05249,ORD05249,08-08-2023,23-08-2023,241980.45,43556.48,285536.93,Net 15,Overdue
INV05250,ORD05250,10-08-2023,25-08-2023,176148,31706.64,207854.64,Net 15,Paid
INV05251,ORD05251,20-07-2023,03-09-2023,80038.65,14406.96,94445.61,Net 45,Paid
INV05252,ORD05252,05-08-2023,20-08-2023,248219.6,44679.53,292899.13,Net 15,Overdue
INV05253,ORD05253,06-08-2023,20-09-2023,147625.8,26572.64,174198.44,Net 45,Overdue
INV05254,ORD05254,21-07-2023,20-08-2023,196992.9,35458.72,232451.62,Net 30,Paid
INV05255,ORD05255,27-07-2023,11-08-2023,84254.55,15165.82,99420.37,Net 15,Pending
INV05256,ORD05256,03-08-2023,18-08-2023,55812,10046.16,65858.16,Net 15,Paid
INV05257,ORD05257,18-07-2023,01-09-2023,107844.85,19412.07,127256.92,Net 45,Paid
INV05258,ORD05258,16-08-2023,15-09-2023,249319.5,44877.51,294197.01,Net 30,Paid
INV05259,ORD05259,03-08-2023,02-09-2023,224946.5,40490.37,265436.87,Net 30,Paid
INV05260,ORD05260,15-08-2023,29-09-2023,11353.15,2043.57,13396.72,Net 45,Pending
INV05261,ORD05261,20-08-2023,19-09-2023,225097,40517.46,265614.46,Net 30,Pending
INV05262,ORD05262,11-08-2023,10-09-2023,49441.8,8899.52,58341.32,Net 30,Paid
INV05263,ORD05263,08-08-2023,23-08-2023,260248.2,46844.68,307092.88,Net 15,Overdue
INV05264,ORD05264,27-07-2023,10-09-2023,152622,27471.96,180093.96,Net 45,Paid
INV05265,ORD05265,24-07-2023,08-08-2023,275446.55,49580.38,325026.93,Net 15,Overdue
INV05266,ORD05266,26-07-2023,10-08-2023,197837.2,35610.7,233447.9,Net 15,Paid
INV05267,ORD05267,25-07-2023,24-08-2023,67083.55,12075.04,79158.59,Net 30,Paid
INV05268,ORD05268,02-08-2023,16-09-2023,153433,27617.94,181050.94,Net 45,Paid
INV05269,ORD05269,26-08-2023,10-09-2023,54000.6,9720.11,63720.71,Net 15,Paid
INV05270,ORD05270,30-07-2023,29-08-2023,182665.05,32879.71,215544.76,Net 30,Paid
INV05271,ORD05271,29-08-2023,28-09-2023,85825.8,15448.64,101274.44,Net 30,Paid
INV05272,ORD05272,05-08-2023,20-08-2023,109348.8,19682.78,129031.58,Net 15,Paid
INV05273,ORD05273,27-08-2023,11-09-2023,29555.1,5319.92,34875.02,Net 15,Overdue
INV05274,ORD05274,30-07-2023,14-08-2023,230746.95,41534.45,272281.4,Net 15,Paid
INV05275,ORD05275,24-08-2023,08-09-2023,163992.65,29518.68,193511.33,Net 15,Pending
INV05276,ORD05276,05-08-2023,20-08-2023,164690.8,29644.34,194335.14,Net 15,Pending
INV05277,ORD05277,15-08-2023,14-09-2023,137894.55,24821.02,162715.57,Net 30,Paid
INV05278,ORD05278,28-07-2023,12-08-2023,222494.4,40048.99,262543.39,Net 15,Paid
INV05279,ORD05279,07-08-2023,22-08-2023,296670,53400.6,350070.6,Net 15,Paid
INV05280,ORD05280,24-07-2023,08-08-2023,48059.1,8650.64,56709.74,Net 15,Overdue
INV05281,ORD05281,31-07-2023,30-08-2023,43389.25,7810.06,51199.31,Net 30,Overdue
INV05282,ORD05282,05-08-2023,04-09-2023,222904.3,40122.77,263027.07,Net 30,Pending
INV05283,ORD05283,20-07-2023,03-09-2023,192417.9,34635.22,227053.12,Net 45,Paid
INV05284,ORD05284,13-08-2023,28-08-2023,9432.45,1697.84,11130.29,Net 15,Paid
INV05285,ORD05285,11-08-2023,10-09-2023,109366.2,19685.92,129052.12,Net 30,Paid
INV05286,ORD05286,07-08-2023,22-08-2023,137168.1,24690.26,161858.36,Net 15,Paid
INV05287,ORD05287,10-08-2023,24-09-2023,102954.35,18531.78,121486.13,Net 45,Pending
INV05288,ORD05288,22-07-2023,06-08-2023,15813.4,2846.41,18659.81,Net 15,Pending
INV05289,ORD05289,24-08-2023,08-10-2023,200734.25,36132.17,236866.42,Net 45,Pending
