PaymentID,InvoiceID,PaymentDate,PaymentMethod,AmountPaid,BalanceAmount,PaymentStatus
PAY05196,INV05196,2023-02-19,Credit Card,323983.16,0.0,Paid
PAY05197,INV05197,2023-01-15,Credit Card,275890.11,63952.13,Partial
PAY05198,INV05198,2023-03-10,Credit Card,15094.56,0.0,Paid
PAY05199,INV05199,2023-01-19,Debit Card,55529.68,0.0,Paid
PAY05200,INV05200,2025-03-07,UPI,273459.28,0.0,Paid
PAY05201,INV05201,2025-03-30,Cheque,110355.67,0.0,Paid
PAY05202,INV05202,2025-03-20,Debit Card,264021.22,0.0,Paid
PAY05203,INV05203,2025-05-08,Credit Card,98125.38,93546.68,Partial
PAY05204,INV05204,2025-05-04,Bank Transfer,212197.22,0.0,Paid
PAY05205,INV05205,,Cheque,0.0,345306.29,Pending
PAY05206,INV05206,2025-03-13,Bank Transfer,208773.85,60269.51,Partial
PAY05207,INV05207,2025-03-29,Credit Card,288648.77,0.0,Paid
PAY05208,INV05208,2025-03-28,Credit Card,304326.72,0.0,Paid
PAY05209,INV05209,2025-05-08,Bank Transfer,319221.98,0.0,Paid
PAY05210,INV05210,2025-03-02,UPI,126854.42,0.0,Paid
PAY05211,INV05211,2025-05-14,UPI,219938.37,0.0,Paid
PAY05212,INV05212,2025-04-21,Cheque,278938.84,0.0,Paid
PAY05213,INV05213,2025-03-27,Bank Transfer,14604.15,0.0,Paid
PAY05214,INV05214,,Credit Card,0.0,295459.37,Pending
PAY05215,INV05215,2025-05-06,Cheque,138781.31,22540.21,Partial
PAY05216,INV05216,2025-03-10,Credit Card,53821.94,47277.69,Partial
PAY05217,INV05217,2025-05-05,Bank Transfer,84280.27,177599.84,Partial
PAY05218,INV05218,2025-03-15,Debit Card,108900.67,0.0,Paid
PAY05219,INV05219,2025-05-08,Bank Transfer,96528.9,0.0,Paid
PAY05220,INV05220,,UPI,0.0,139143.0,Pending
PAY05221,INV05221,2025-03-14,Cheque,146812.06,0.0,Paid
PAY05222,INV05222,2025-04-25,Cheque,140438.23,0.0,Paid
PAY05223,INV05223,2025-03-20,Cheque,73966.59,0.0,Paid
PAY05224,INV05224,,Debit Card,0.0,46897.92,Pending
PAY05225,INV05225,2025-02-27,Debit Card,221441.34,0.0,Paid
PAY05226,INV05226,2025-04-29,UPI,263907.53,0.0,Paid
PAY05227,INV05227,2025-03-10,Bank Transfer,155347.24,0.0,Paid
PAY05228,INV05228,,Credit Card,0.0,226469.55,Pending
PAY05229,INV05229,2023-09-03,Credit Card,16252.49,0.0,Paid
PAY05230,INV05230,2023-09-06,Bank Transfer,217493.41,0.0,Paid
PAY05231,INV05231,,Debit Card,0.0,127368.96,Pending
PAY05232,INV05232,2023-08-29,Debit Card,65502.09,0.0,Paid
PAY05233,INV05233,2023-08-18,Debit Card,130061.08,0.0,Paid
PAY05234,INV05234,2023-08-11,Credit Card,300010.63,0.0,Paid
PAY05235,INV05235,,Cheque,0.0,36044.63,Pending
PAY05236,INV05236,2023-08-07,Debit Card,303394.64,0.0,Paid
PAY05237,INV05237,2023-08-18,Debit Card,95684.25,0.0,Paid
PAY05238,INV05238,2023-07-27,Credit Card,169108.45,0.0,Paid
PAY05239,INV05239,2023-09-16,Bank Transfer,153917.78,0.0,Paid
PAY05240,INV05240,2023-08-20,Debit Card,251227.19,0.0,Paid
PAY05241,INV05241,2023-08-30,Bank Transfer,47494.29,27878.51,Partial
PAY05242,INV05242,2023-08-16,Cheque,155638.14,91657.0,Partial
PAY05243,INV05243,2023-08-14,Debit Card,51527.18,0.0,Paid
PAY05244,INV05244,2023-08-28,Bank Transfer,95989.16,0.0,Paid
PAY05245,INV05245,2023-07-31,Bank Transfer,248385.28,0.0,Paid
PAY05246,INV05246,2023-08-24,Bank Transfer,164804.94,0.0,Paid
PAY05247,INV05247,2023-08-17,Cheque,171924.47,0.0,Paid
PAY05248,INV05248,2023-08-29,Bank Transfer,78169.04,0.0,Paid
PAY05249,INV05249,2023-08-20,UPI,285536.93,0.0,Paid
PAY05250,INV05250,2023-08-19,Credit Card,207854.64,0.0,Paid
PAY05251,INV05251,2023-08-07,Credit Card,94445.61,0.0,Paid
PAY05252,INV05252,2023-08-11,Credit Card,292899.13,0.0,Paid
PAY05253,INV05253,2023-08-25,Bank Transfer,174198.44,0.0,Paid
PAY05254,INV05254,2023-07-22,UPI,232451.62,0.0,Paid
PAY05255,INV05255,2023-08-01,Credit Card,99420.37,0.0,Paid
PAY05256,INV05256,2023-08-20,Credit Card,52245.63,13612.53,Partial
PAY05257,INV05257,,Bank Transfer,0.0,127256.92,Pending
PAY05258,INV05258,2023-08-25,Cheque,294197.01,0.0,Paid
PAY05259,INV05259,2023-08-10,UPI,203260.24,62176.63,Partial
PAY05260,INV05260,2023-08-17,UPI,13396.72,0.0,Paid
PAY05261,INV05261,2023-09-02,Credit Card,265614.46,0.0,Paid
PAY05262,INV05262,2023-08-16,UPI,27748.52,30592.8,Partial
PAY05263,INV05263,,UPI,0.0,307092.88,Pending
PAY05264,INV05264,,Debit Card,0.0,180093.96,Pending
PAY05265,INV05265,2023-08-13,Bank Transfer,325026.93,0.0,Paid
PAY05266,INV05266,2023-08-15,UPI,105751.8,127696.1,Partial
PAY05267,INV05267,2023-07-29,UPI,79158.59,0.0,Paid
PAY05268,INV05268,2023-08-11,Credit Card,181050.94,0.0,Paid
PAY05269,INV05269,2023-09-14,Bank Transfer,63720.71,0.0,Paid
PAY05270,INV05270,,Credit Card,0.0,215544.76,Pending
PAY05271,INV05271,2023-08-31,Credit Card,101274.44,0.0,Paid
PAY05272,INV05272,,Bank Transfer,0.0,129031.58,Pending
PAY05273,INV05273,2023-09-01,Credit Card,24776.64,10098.38,Partial
PAY05274,INV05274,2023-08-03,Cheque,272281.4,0.0,Paid
PAY05275,INV05275,2023-08-31,Bank Transfer,193511.33,0.0,Paid
PAY05276,INV05276,2023-08-09,Debit Card,59904.96,134430.18,Partial
PAY05277,INV05277,2023-08-20,Credit Card,162715.57,0.0,Paid
PAY05278,INV05278,2023-08-09,Debit Card,202515.07,60028.32,Partial
PAY05279,INV05279,,UPI,0.0,350070.6,Pending
PAY05280,INV05280,2023-08-02,UPI,56709.74,0.0,Paid
PAY05281,INV05281,2023-08-05,Credit Card,51199.31,0.0,Paid
PAY05282,INV05282,2023-08-12,Credit Card,263027.07,0.0,Paid
PAY05283,INV05283,2023-07-29,UPI,227053.12,0.0,Paid
PAY05284,INV05284,2023-08-14,UPI,11130.29,0.0,Paid
PAY05285,INV05285,2023-08-13,Bank Transfer,129052.12,0.0,Paid
PAY05286,INV05286,2023-08-14,UPI,99473.16,62385.2,Partial
PAY05287,INV05287,2023-08-20,Credit Card,121486.13,0.0,Paid
PAY05288,INV05288,2023-07-28,UPI,18659.81,0.0,Paid
PAY05289,INV05289,2023-09-10,Bank Transfer,138315.87,98550.55,Partial
PAY05290,INV05290,2023-08-14,Debit Card,275970.43,0.0,Paid
PAY05291,INV05291,2023-08-12,Credit Card,199642.67,0.0,Paid
PAY05292,INV05292,2023-08-19,UPI,297368.14,0.0,Paid
PAY05293,INV05293,,Debit Card,0.0,282485.21,Pending
PAY05294,INV05294,2023-08-29,UPI,246992.58,0.0,Paid
PAY05295,INV05295,,Bank Transfer,0.0,239529.67,Pending
PAY05296,INV05296,2023-08-25,Credit Card,113943.36,51881.15,Partial
PAY05297,INV05297,,Cheque,0.0,102929.04,Pending
PAY05298,INV05298,2023-08-25,Bank Transfer,265567.97,0.0,Paid
PAY05299,INV05299,2023-08-17,Cheque,310455.35,0.0,Paid
PAY05300,INV05300,2023-07-29,Debit Card,290611.52,0.0,Paid
PAY05301,INV05301,2023-08-17,UPI,49647.75,31756.91,Partial
PAY05302,INV05302,2023-08-18,Bank Transfer,274123.62,0.0,Paid
PAY05303,INV05303,2023-08-05,Debit Card,151928.01,0.0,Paid
PAY05304,INV05304,2023-09-06,Cheque,190724.57,62010.54,Partial
PAY05305,INV05305,2023-08-10,Credit Card,61474.52,0.0,Paid
PAY05306,INV05306,2023-08-15,Bank Transfer,230988.78,0.0,Paid
PAY05307,INV05307,2023-08-24,Debit Card,144698.21,0.0,Paid
PAY05308,INV05308,2023-09-07,Cheque,19426.01,6073.73,Partial
PAY05309,INV05309,2023-09-12,Credit Card,5091.23,0.0,Paid
PAY05310,INV05310,2023-08-01,UPI,223449.7,0.0,Paid
PAY05311,INV05311,2023-08-18,Cheque,144594.07,0.0,Paid
PAY05312,INV05312,2023-08-16,Cheque,22289.26,0.0,Paid
PAY05313,INV05313,2023-08-28,Bank Transfer,167945.33,0.0,Paid
PAY05314,INV05314,2023-08-07,Credit Card,169674.15,0.0,Paid
PAY05315,INV05315,2023-08-26,Debit Card,40261.83,41103.3,Partial
PAY05316,INV05316,2023-07-28,Cheque,300097.13,0.0,Paid
PAY05317,INV05317,2023-08-12,UPI,97166.63,0.0,Paid
PAY05318,INV05318,,Bank Transfer,0.0,65325.74,Pending
PAY05319,INV05319,2023-08-08,Cheque,131658.68,0.0,Paid
PAY05320,INV05320,2023-08-04,Credit Card,113383.98,145021.8,Partial
PAY05321,INV05321,2023-09-11,Bank Transfer,222556.73,0.0,Paid
PAY05322,INV05322,2023-08-22,UPI,67748.87,0.0,Paid
PAY05323,INV05323,2023-08-15,Credit Card,23006.1,30194.67,Partial
PAY05324,INV05324,2023-08-05,Debit Card,69108.06,0.0,Paid
PAY05325,INV05325,2024-02-18,UPI,228363.63,0.0,Paid
PAY05326,INV05326,2024-03-03,Cheque,145614.48,0.0,Paid
PAY05327,INV05327,2024-03-08,Debit Card,131016.16,25727.67,Partial
PAY05328,INV05328,,Cheque,0.0,167730.45,Pending
PAY05329,INV05329,2023-12-20,Cheque,245381.59,0.0,Paid
PAY05330,INV05330,2024-05-01,Bank Transfer,126977.56,0.0,Paid
PAY05331,INV05331,2024-05-05,Cheque,247476.21,0.0,Paid
PAY05332,INV05332,2024-04-22,UPI,216873.44,0.0,Paid
PAY05333,INV05333,2024-05-30,Debit Card,111707.82,148189.54,Partial
PAY05334,INV05334,2024-02-04,Cheque,258868.87,0.0,Paid
PAY05335,INV05335,2024-04-23,Debit Card,134836.71,0.0,Paid
PAY05336,INV05336,2024-05-18,Debit Card,174576.87,0.0,Paid
PAY05337,INV05337,2023-12-28,Bank Transfer,121499.18,70208.81,Partial
PAY05338,INV05338,2023-12-24,Bank Transfer,16894.61,2121.8,Partial
PAY05339,INV05339,2024-05-24,Credit Card,15903.45,0.0,Paid
PAY05340,INV05340,2024-02-13,Credit Card,7230.54,9182.67,Partial
PAY05341,INV05341,2024-02-23,Credit Card,130788.37,0.0,Paid
PAY05342,INV05342,2024-03-05,Bank Transfer,68760.25,0.0,Paid
PAY05343,INV05343,2024-04-29,Cheque,45044.73,0.0,Paid
PAY05344,INV05344,2024-01-15,Credit Card,123007.8,0.0,Paid
PAY05345,INV05345,2024-01-19,UPI,284117.21,0.0,Paid
PAY05346,INV05346,2024-03-20,Credit Card,146868.76,0.0,Paid
PAY05347,INV05347,2024-04-04,Credit Card,59535.66,0.0,Paid
PAY05348,INV05348,2024-01-14,Credit Card,64924.37,0.0,Paid
PAY05349,INV05349,2024-01-17,Bank Transfer,27728.05,0.0,Paid
PAY05350,INV05350,2024-05-18,Credit Card,258703.26,0.0,Paid
PAY05351,INV05351,2024-02-18,Bank Transfer,105551.71,0.0,Paid
PAY05352,INV05352,2024-02-19,Debit Card,257282.48,0.0,Paid
PAY05353,INV05353,2024-02-13,Cheque,95057.0,35473.95,Partial
PAY05354,INV05354,2024-04-13,UPI,176759.08,31123.64,Partial
PAY05355,INV05355,2024-04-10,Cheque,8673.53,0.0,Paid
PAY05356,INV05356,2024-01-01,UPI,252476.1,0.0,Paid
PAY05357,INV05357,2024-02-25,UPI,95343.0,0.0,Paid
PAY05358,INV05358,2024-02-23,Cheque,296275.52,0.0,Paid
PAY05359,INV05359,2024-02-05,Credit Card,166386.43,0.0,Paid
PAY05360,INV05360,2024-04-25,Cheque,101906.33,0.0,Paid
PAY05361,INV05361,2024-02-21,Cheque,63245.58,0.0,Paid
PAY05362,INV05362,2024-01-03,Bank Transfer,147091.72,0.0,Paid
PAY05363,INV05363,2024-04-18,Bank Transfer,282895.91,0.0,Paid
PAY05364,INV05364,2024-01-18,Cheque,296291.63,0.0,Paid
PAY05365,INV05365,2023-12-19,Cheque,90013.25,23924.31,Partial
PAY05366,INV05366,2024-05-19,Credit Card,189612.13,0.0,Paid
PAY05367,INV05367,2023-12-20,Cheque,85402.97,0.0,Paid
PAY05368,INV05368,2024-05-26,Credit Card,188403.0,112463.02,Partial
PAY05369,INV05369,2024-01-14,Debit Card,239823.32,0.0,Paid
PAY05370,INV05370,2024-01-20,Debit Card,211247.73,0.0,Paid
PAY05371,INV05371,2024-01-22,Credit Card,265858.31,0.0,Paid
PAY05372,INV05372,2024-05-15,Credit Card,85218.71,175859.12,Partial
PAY05373,INV05373,2024-02-17,Bank Transfer,39452.0,0.0,Paid
PAY05374,INV05374,2024-03-17,UPI,132100.29,0.0,Paid
PAY05375,INV05375,2024-02-08,Bank Transfer,259021.15,0.0,Paid
PAY05376,INV05376,2024-01-22,Debit Card,48281.54,49631.67,Partial
PAY05377,INV05377,,Debit Card,0.0,34700.38,Pending
PAY05378,INV05378,2024-05-07,Bank Transfer,172242.65,0.0,Paid
PAY05379,INV05379,2024-05-19,Bank Transfer,91146.65,36415.01,Partial
PAY05380,INV05380,2024-01-16,Bank Transfer,337585.37,0.0,Paid
PAY05381,INV05381,2024-03-06,UPI,51118.9,0.0,Paid
PAY05382,INV05382,,Bank Transfer,0.0,295345.39,Pending
PAY05383,INV05383,2023-12-23,Debit Card,114879.73,0.0,Paid
PAY05384,INV05384,2024-03-13,Bank Transfer,137840.28,0.0,Paid
PAY05385,INV05385,2024-01-21,UPI,268268.14,32130.07,Partial
PAY05386,INV05386,2024-03-07,Debit Card,59002.07,0.0,Paid
PAY05387,INV05387,2024-05-01,Cheque,28022.39,33365.28,Partial
PAY05388,INV05388,2024-05-02,Cheque,190555.77,98073.7,Partial
PAY05389,INV05389,2024-03-16,Cheque,330000.22,0.0,Paid
PAY05390,INV05390,,Bank Transfer,0.0,49024.99,Pending
PAY05391,INV05391,2024-01-21,Cheque,313758.17,0.0,Paid
PAY05392,INV05392,2024-01-22,Debit Card,28305.84,0.0,Paid
PAY05393,INV05393,2024-05-30,Cheque,222260.85,0.0,Paid
PAY05394,INV05394,2024-06-11,Bank Transfer,195894.75,0.0,Paid
PAY05395,INV05395,2024-03-31,Debit Card,287055.89,0.0,Paid
PAY05396,INV05396,2024-06-05,Bank Transfer,37894.18,34047.12,Partial
PAY05397,INV05397,2024-04-21,Debit Card,189011.22,0.0,Paid
PAY05398,INV05398,2024-05-25,UPI,272076.91,0.0,Paid
PAY05399,INV05399,2024-05-09,UPI,80089.55,0.0,Paid
PAY05400,INV05400,2024-03-30,Cheque,193334.8,0.0,Paid
PAY05401,INV05401,2024-04-15,Debit Card,130808.37,0.0,Paid
PAY05402,INV05402,2024-06-16,Debit Card,153863.98,0.0,Paid
PAY05403,INV05403,2024-05-09,Bank Transfer,32074.74,9522.21,Partial
PAY05404,INV05404,2024-05-21,UPI,47509.63,0.0,Paid
PAY05405,INV05405,2024-03-23,Credit Card,11511.43,0.0,Paid
PAY05406,INV05406,2024-06-10,Cheque,182632.67,0.0,Paid
PAY05407,INV05407,2024-05-04,Bank Transfer,85927.07,0.0,Paid
PAY05408,INV05408,2024-06-01,Credit Card,201223.18,61070.23,Partial
PAY05409,INV05409,2024-06-13,Debit Card,165204.54,0.0,Paid
PAY05410,INV05410,2024-04-21,Debit Card,34870.36,5824.06,Partial
PAY05411,INV05411,2024-06-05,Cheque,125395.28,209386.12,Partial
PAY05412,INV05412,2024-06-13,Credit Card,129877.83,154340.69,Partial
PAY05413,INV05413,2024-06-14,UPI,224540.78,0.0,Paid
PAY05414,INV05414,2024-05-15,UPI,40374.79,49464.92,Partial
PAY05415,INV05415,2024-03-28,UPI,96120.1,136835.97,Partial
PAY05416,INV05416,2024-06-07,Bank Transfer,191540.96,0.0,Paid
PAY05417,INV05417,2024-04-01,Cheque,119288.56,0.0,Paid
PAY05418,INV05418,2024-05-26,Cheque,209590.89,0.0,Paid
PAY05419,INV05419,2024-06-28,UPI,193187.36,0.0,Paid
PAY05420,INV05420,2024-04-07,Credit Card,226082.22,0.0,Paid
PAY05421,INV05421,2024-06-12,Debit Card,65119.35,21258.71,Partial
PAY05422,INV05422,2024-06-03,Credit Card,166951.28,39921.54,Partial
PAY05423,INV05423,2024-05-26,Bank Transfer,293706.48,0.0,Paid
PAY05424,INV05424,2024-05-06,UPI,18366.82,0.0,Paid
PAY05425,INV05425,2024-06-03,Credit Card,317730.34,0.0,Paid
PAY05426,INV05426,2024-06-02,Debit Card,264495.11,0.0,Paid
PAY05427,INV05427,2024-05-12,Credit Card,97816.12,202794.43,Partial
PAY05428,INV05428,2024-05-02,Credit Card,136319.5,125115.16,Partial
PAY05429,INV05429,2024-06-16,Bank Transfer,178342.72,0.0,Paid
PAY05430,INV05430,2024-05-20,UPI,227022.03,0.0,Paid
PAY05431,INV05431,2024-04-19,Cheque,51023.49,11363.82,Partial
PAY05432,INV05432,,Cheque,0.0,47633.0,Pending
PAY05433,INV05433,2024-04-30,Credit Card,214926.03,0.0,Paid
PAY05434,INV05434,2024-06-01,Cheque,127804.53,117490.8,Partial
PAY05435,INV05435,2024-04-21,Debit Card,260949.03,0.0,Paid
PAY05436,INV05436,2024-06-28,Bank Transfer,73219.77,119184.19,Partial
PAY05437,INV05437,2024-06-12,Bank Transfer,30065.81,0.0,Paid
PAY05438,INV05438,2024-03-22,Debit Card,91166.33,0.0,Paid
PAY05439,INV05439,2024-06-20,Credit Card,291012.66,0.0,Paid
PAY05440,INV05440,,Debit Card,0.0,29394.04,Pending
PAY05441,INV05441,2024-06-02,Debit Card,8042.17,0.0,Paid
PAY05442,INV05442,2024-06-19,UPI,328351.58,0.0,Paid
PAY05443,INV05443,2024-06-02,Bank Transfer,274868.89,75718.9,Partial
PAY05444,INV05444,2024-05-23,UPI,111234.53,0.0,Paid
PAY05445,INV05445,2024-06-15,Cheque,157019.71,0.0,Paid
PAY05446,INV05446,2024-03-30,Credit Card,117792.02,0.0,Paid
PAY05447,INV05447,2024-04-01,UPI,291236.8,0.0,Paid
PAY05448,INV05448,2024-04-17,Debit Card,289133.75,0.0,Paid
PAY05449,INV05449,,Bank Transfer,0.0,126048.6,Pending
PAY05450,INV05450,2024-06-04,Bank Transfer,13291.74,3059.52,Partial
PAY05451,INV05451,,Cheque,0.0,232841.79,Pending
PAY05452,INV05452,2024-07-02,UPI,19798.52,13309.39,Partial
PAY05453,INV05453,2024-05-20,UPI,143885.95,0.0,Paid
PAY05454,INV05454,2024-06-20,Bank Transfer,45801.77,16754.28,Partial
PAY05455,INV05455,2024-04-08,Credit Card,116191.18,0.0,Paid
PAY05456,INV05456,2024-06-13,Cheque,95076.03,10757.11,Partial
PAY05457,INV05457,2024-04-28,Bank Transfer,282024.13,0.0,Paid
PAY05458,INV05458,2024-04-28,Cheque,311822.32,0.0,Paid
PAY05459,INV05459,,Credit Card,0.0,186689.75,Pending
PAY05460,INV05460,2024-04-07,UPI,96637.28,0.0,Paid
PAY05461,INV05461,2024-04-07,Debit Card,95908.28,0.0,Paid
PAY05462,INV05462,2024-05-27,Bank Transfer,174097.89,45217.44,Partial
PAY05463,INV05463,,UPI,0.0,12662.34,Pending
PAY05464,INV05464,,Cheque,0.0,265144.23,Pending
PAY05465,INV05465,2024-06-06,Debit Card,84693.02,0.0,Paid
PAY05466,INV05466,2024-05-20,Credit Card,200982.44,0.0,Paid
PAY05467,INV05467,2024-06-28,Bank Transfer,84455.12,159810.48,Partial
PAY05468,INV05468,2024-04-30,Debit Card,164237.66,35442.18,Partial
PAY05469,INV05469,2024-05-16,Credit Card,49997.9,0.0,Paid
PAY05470,INV05470,2024-05-08,UPI,225074.97,0.0,Paid
PAY05471,INV05471,2024-06-04,Cheque,28127.9,0.0,Paid
PAY05472,INV05472,2024-05-11,Credit Card,256079.0,0.0,Paid
PAY05473,INV05473,2024-04-26,Credit Card,43616.34,0.0,Paid
PAY05474,INV05474,2024-04-16,Credit Card,58239.55,0.0,Paid
PAY05475,INV05475,2024-06-10,Debit Card,195126.27,0.0,Paid
PAY05476,INV05476,2024-05-09,Bank Transfer,242483.27,0.0,Paid
PAY05477,INV05477,2024-03-28,Debit Card,244693.0,0.0,Paid
PAY05478,INV05478,2024-06-03,UPI,144802.81,0.0,Paid
PAY05479,INV05479,,Bank Transfer,0.0,199946.1,Pending
PAY05480,INV05480,2024-05-12,Credit Card,180784.59,85746.61,Partial
PAY05481,INV05481,2024-04-11,UPI,154424.71,0.0,Paid
PAY05482,INV05482,2024-04-16,Cheque,270577.72,0.0,Paid
PAY05483,INV05483,2024-05-07,Credit Card,113537.42,0.0,Paid
PAY05484,INV05484,2024-06-10,Bank Transfer,270768.88,0.0,Paid
PAY05485,INV05485,,Bank Transfer,0.0,68019.51,Pending
PAY05486,INV05486,2024-04-11,Debit Card,280207.28,0.0,Paid
PAY05487,INV05487,2024-07-06,Bank Transfer,198650.29,0.0,Paid
PAY05488,INV05488,2024-06-12,Credit Card,240792.18,77025.83,Partial
PAY05489,INV05489,2024-06-08,Debit Card,43092.95,0.0,Paid
PAY05490,INV05490,,Credit Card,0.0,315820.39,Pending
PAY05491,INV05491,2024-06-22,Credit Card,132532.41,0.0,Paid
PAY05492,INV05492,2024-04-24,Debit Card,251979.21,0.0,Paid
PAY05493,INV05493,2024-07-03,Cheque,248370.24,0.0,Paid
PAY05494,INV05494,2022-12-09,Cheque,251570.1,0.0,Paid
PAY05495,INV05495,2023-04-02,UPI,328024.36,0.0,Paid
PAY05496,INV05496,2023-02-25,Cheque,27528.23,12571.71,Partial
PAY05497,INV05497,2022-12-19,Debit Card,245429.67,0.0,Paid
PAY05498,INV05498,2022-12-24,Bank Transfer,53689.7,0.0,Paid
PAY05499,INV05499,2023-04-05,Bank Transfer,303370.03,0.0,Paid
PAY05500,INV05500,2023-01-23,Debit Card,292820.79,35789.56,Partial
PAY05501,INV05501,2023-04-16,Cheque,31296.2,0.0,Paid
PAY05502,INV05502,2023-05-12,Bank Transfer,115006.67,71340.11,Partial
PAY05503,INV05503,2023-01-08,Cheque,263312.34,0.0,Paid
PAY05504,INV05504,2023-01-19,UPI,5477.33,11018.66,Partial
PAY05505,INV05505,2023-02-23,Cheque,129052.47,0.0,Paid
PAY05506,INV05506,2022-12-26,Cheque,182151.21,119204.27,Partial
PAY05507,INV05507,2023-05-07,Cheque,237340.39,66174.84,Partial
PAY05508,INV05508,2023-04-23,UPI,190934.44,0.0,Paid
PAY05509,INV05509,,Cheque,0.0,246418.63,Pending
PAY05510,INV05510,2023-05-16,Cheque,56464.6,47768.81,Partial
PAY05511,INV05511,2023-05-11,Cheque,227290.83,0.0,Paid
PAY05512,INV05512,2022-12-12,Debit Card,166783.5,0.0,Paid
PAY05513,INV05513,2023-01-13,UPI,188805.15,86802.85,Partial
PAY05514,INV05514,2023-03-17,Debit Card,210642.63,0.0,Paid
PAY05515,INV05515,2023-01-05,Cheque,208521.04,0.0,Paid
PAY05516,INV05516,2023-02-24,Credit Card,142211.59,0.0,Paid
PAY05517,INV05517,2023-02-23,Bank Transfer,27460.19,0.0,Paid
PAY05518,INV05518,2023-02-09,Debit Card,277964.34,0.0,Paid
PAY05519,INV05519,2022-12-24,Credit Card,291708.51,0.0,Paid
PAY05520,INV05520,2023-03-03,Debit Card,93831.32,163231.68,Partial
PAY05521,INV05521,2023-03-04,UPI,160882.92,49212.48,Partial
PAY05522,INV05522,2023-02-05,UPI,34816.08,0.0,Paid
PAY05523,INV05523,2023-02-13,Cheque,166813.94,0.0,Paid
PAY05524,INV05524,2023-02-25,Bank Transfer,107585.91,0.0,Paid
PAY05525,INV05525,2022-12-20,Bank Transfer,321777.62,0.0,Paid
PAY05526,INV05526,2023-01-02,Credit Card,58324.57,0.0,Paid
PAY05527,INV05527,2022-12-31,Cheque,22313.74,0.0,Paid
PAY05528,INV05528,2023-04-08,Cheque,140277.46,0.0,Paid
PAY05529,INV05529,,Credit Card,0.0,81776.6,Pending
PAY05530,INV05530,2022-12-01,Bank Transfer,54008.75,34222.8,Partial
PAY05531,INV05531,2023-03-07,Debit Card,139728.88,17523.94,Partial
PAY05532,INV05532,,Bank Transfer,0.0,119145.13,Pending
PAY05533,INV05533,,Cheque,0.0,43020.38,Pending
PAY05534,INV05534,2023-01-31,Bank Transfer,35927.46,0.0,Paid
PAY05535,INV05535,2022-12-30,UPI,301040.66,0.0,Paid
PAY05536,INV05536,2023-03-04,Cheque,261073.11,0.0,Paid
PAY05537,INV05537,2022-12-03,Debit Card,48300.23,0.0,Paid
PAY05538,INV05538,2023-03-02,UPI,55452.51,0.0,Paid
PAY05539,INV05539,2022-12-17,UPI,83430.25,0.0,Paid
PAY05540,INV05540,2022-11-29,Bank Transfer,168510.73,0.0,Paid
PAY05541,INV05541,2023-01-10,Bank Transfer,124158.18,0.0,Paid
PAY05542,INV05542,2023-02-21,Credit Card,168065.92,0.0,Paid
PAY05543,INV05543,2023-02-17,Bank Transfer,82877.75,86878.29,Partial
PAY05544,INV05544,2022-11-30,Debit Card,164159.83,0.0,Paid
PAY05545,INV05545,2022-11-17,Credit Card,214575.8,0.0,Paid
PAY05546,INV05546,2023-02-05,Cheque,125124.25,0.0,Paid
PAY05547,INV05547,2022-12-13,Bank Transfer,180595.75,0.0,Paid
PAY05548,INV05548,2022-12-02,Bank Transfer,61692.56,93101.02,Partial
PAY05549,INV05549,2023-03-21,UPI,250050.97,0.0,Paid
PAY05550,INV05550,2022-12-11,Bank Transfer,45724.0,0.0,Paid
PAY05551,INV05551,,Bank Transfer,0.0,18147.28,Pending
PAY05552,INV05552,2023-03-12,Credit Card,194437.83,62092.58,Partial
PAY05553,INV05553,2023-04-03,Cheque,268135.35,0.0,Paid
PAY05554,INV05554,2023-01-27,Bank Transfer,13625.76,0.0,Paid
PAY05555,INV05555,,UPI,0.0,132602.5,Pending
PAY05556,INV05556,2022-12-19,Debit Card,235707.71,0.0,Paid
PAY05557,INV05557,2023-01-28,Bank Transfer,177239.13,0.0,Paid
PAY05558,INV05558,2022-12-11,UPI,41083.29,42277.75,Partial
PAY05559,INV05559,2022-12-16,Credit Card,48918.3,10903.1,Partial
PAY05560,INV05560,2023-02-26,Credit Card,14324.72,2147.02,Partial
PAY05561,INV05561,2023-04-04,Credit Card,33523.21,0.0,Paid
PAY05562,INV05562,2022-12-24,Bank Transfer,7666.58,0.0,Paid
PAY05563,INV05563,2023-01-11,Debit Card,66884.83,51623.4,Partial
PAY05564,INV05564,2023-03-19,UPI,192527.03,0.0,Paid
PAY05565,INV05565,2023-02-26,Credit Card,170116.36,61141.69,Partial
PAY05566,INV05566,2023-03-01,Bank Transfer,40145.9,0.0,Paid
PAY05567,INV05567,2022-12-20,UPI,150608.59,0.0,Paid
PAY05568,INV05568,2023-02-22,Bank Transfer,217470.13,55869.67,Partial
PAY05569,INV05569,,Cheque,0.0,212774.3,Pending
PAY05570,INV05570,2023-03-30,Bank Transfer,217489.58,0.0,Paid
PAY05571,INV05571,2023-02-03,Cheque,87980.42,104063.1,Partial
PAY05572,INV05572,2022-12-29,Bank Transfer,218662.61,0.0,Paid
PAY05573,INV05573,,Credit Card,0.0,143638.39,Pending
PAY05574,INV05574,2023-02-22,Bank Transfer,9132.85,0.0,Paid
PAY05575,INV05575,,Debit Card,0.0,36168.65,Pending
PAY05576,INV05576,2022-11-21,Credit Card,70657.87,0.0,Paid
