QuoteID,OpportunityID,AccountID,QuoteDate,ExpiryDate,QuoteAmount,DiscountPercent,FinalAmount,Status
QTN12934,OPP23869,ACC03541,2023-08-24,2023-09-23,96776,15,82259.6,Draft
QTN12935,OPP23870,ACC02749,2023-08-14,2023-09-13,170162,10,153145.8,Draft
QTN12936,OPP23871,ACC02845,2023-07-20,2023-08-19,277702,5,263816.9,Draft
QTN12937,OPP23874,ACC04824,2023-09-05,2023-10-05,187658,0,187658.0,Accepted
QTN12938,OPP23876,ACC01481,2023-09-03,2023-10-03,128698,5,122263.1,Sent
QTN12939,OPP23880,ACC03400,2023-06-18,2023-07-18,235073,5,223319.35,Rejected
QTN12940,OPP23881,ACC02596,2023-07-10,2023-08-09,240716,15,204608.6,Accepted
QTN12941,OPP23882,ACC03716,2024-06-24,2024-07-24,163360,5,155192.0,Accepted
QTN12942,OPP23884,ACC01712,2024-05-06,2024-06-05,64441,10,57996.9,Sent
QTN12943,OPP23885,ACC03172,2024-06-16,2024-07-16,118887,0,118887.0,Accepted
QTN12944,OPP23887,ACC04790,2024-06-06,2024-07-06,119340,10,107406.0,Accepted
QTN12945,OPP23889,ACC01244,2024-05-05,2024-06-04,7640,10,6876.0,Sent
QTN12946,OPP23890,ACC01170,2024-06-14,2024-07-14,190264,0,190264.0,Sent
QTN12947,OPP23893,ACC00717,2024-07-01,2024-07-31,86517,5,82191.15,Rejected
QTN12948,OPP23897,ACC03753,2024-05-13,2024-06-12,56550,15,48067.5,Sent
QTN12949,OPP23899,ACC02298,2024-06-02,2024-07-02,77333,5,73466.35,Accepted
QTN12950,OPP23900,ACC03214,2024-05-21,2024-06-20,168766,5,160327.7,Accepted
QTN12951,OPP23901,ACC01422,2024-05-13,2024-06-12,142535,15,121154.75,Accepted
QTN12952,OPP23902,ACC04694,2024-05-09,2024-06-08,184851,5,175608.45,Rejected
QTN12953,OPP23903,ACC01645,2024-05-12,2024-06-11,40428,0,40428.0,Rejected
QTN12954,OPP23906,ACC00717,2024-05-08,2024-06-07,189650,5,180167.5,Accepted
QTN12955,OPP23909,ACC02488,2024-05-18,2024-06-17,257078,5,244224.1,Accepted
QTN12956,OPP23912,ACC02327,2024-06-03,2024-07-03,87312,0,87312.0,Accepted
QTN12957,OPP23913,ACC02427,2024-05-11,2024-06-10,9086,10,8177.4,Accepted
QTN12958,OPP23915,ACC03876,2024-06-07,2024-07-07,75205,15,63924.25,Accepted
QTN12959,OPP23916,ACC04419,2024-05-13,2024-06-12,48528,0,48528.0,Accepted
QTN12960,OPP23917,ACC02946,2024-06-21,2024-07-21,205590,0,205590.0,Sent
QTN12961,OPP23918,ACC02208,2024-06-03,2024-07-03,161870,0,161870.0,Sent
QTN12962,OPP23919,ACC01041,2024-06-13,2024-07-13,167709,10,150938.1,Accepted
QTN12963,OPP23922,ACC01084,2024-06-27,2024-07-27,294783,10,265304.7,Sent
QTN12964,OPP23923,ACC03672,2024-06-20,2024-07-20,203532,0,203532.0,Rejected
QTN12965,OPP23924,ACC03386,2024-06-02,2024-07-02,104098,5,98893.1,Draft
QTN12966,OPP23928,ACC03948,2024-05-07,2024-06-06,238115,0,238115.0,Accepted
QTN12967,OPP23929,ACC00685,2025-02-21,2025-03-23,138481,5,131556.95,Rejected
QTN12968,OPP23930,ACC01029,2025-02-12,2025-03-14,254160,15,216036.0,Accepted
QTN12969,OPP23932,ACC03084,2025-03-16,2025-04-15,239083,10,215174.7,Accepted
QTN12970,OPP23933,ACC03480,2025-02-07,2025-03-09,214356,0,214356.0,Accepted
QTN12971,OPP23935,ACC04226,2025-01-30,2025-03-01,132909,10,119618.1,Sent
QTN12972,OPP23938,ACC02147,2025-03-11,2025-04-10,285350,5,271082.5,Sent
QTN12973,OPP23940,ACC04186,2025-03-11,2025-04-10,223512,10,201160.8,Sent
QTN12974,OPP23946,ACC01876,2025-03-07,2025-04-06,258222,15,219488.7,Accepted
QTN12975,OPP23948,ACC00654,2025-02-22,2025-03-24,234730,5,222993.5,Sent
QTN12976,OPP23952,ACC02346,2025-03-24,2025-04-23,48814,0,48814.0,Accepted
QTN12977,OPP23953,ACC03509,2025-02-04,2025-03-06,37902,5,36006.9,Sent
QTN12978,OPP23954,ACC04701,2025-03-12,2025-04-11,272958,15,232014.3,Accepted
QTN12979,OPP23959,ACC01199,2025-02-10,2025-03-12,174451,10,157005.9,Sent
QTN12980,OPP23961,ACC00581,2025-02-11,2025-03-13,132402,0,132402.0,Accepted
QTN12981,OPP23962,ACC03282,2025-03-06,2025-04-05,158664,15,134864.4,Rejected
QTN12982,OPP23967,ACC02896,2025-02-25,2025-03-27,261497,15,222272.45,Sent
QTN12983,OPP23969,ACC01899,2025-02-21,2025-03-23,191971,5,182372.45,Sent
QTN12984,OPP23971,ACC04455,2025-02-09,2025-03-11,44293,10,39863.7,Sent
QTN12985,OPP23972,ACC02898,2025-03-29,2025-04-28,73217,0,73217.0,Accepted
QTN12986,OPP23974,ACC02235,2025-02-04,2025-03-06,221359,15,188155.15,Sent
QTN12987,OPP23975,ACC02455,2025-03-10,2025-04-09,234247,10,210822.3,Accepted
QTN12988,OPP23976,ACC01440,2025-02-25,2025-03-27,141434,15,120218.9,Accepted
QTN12989,OPP23977,ACC04391,2025-03-15,2025-04-14,248849,15,211521.65,Accepted
QTN12990,OPP23980,ACC02331,2025-02-01,2025-03-03,198251,15,168513.35,Sent
QTN12991,OPP23984,ACC01163,2025-02-02,2025-03-04,290075,0,290075.0,Accepted
QTN12992,OPP23986,ACC01235,2025-03-11,2025-04-10,78497,10,70647.3,Rejected
QTN12993,OPP23987,ACC00126,2025-02-28,2025-03-30,35934,0,35934.0,Sent
QTN12994,OPP23988,ACC00323,2025-02-02,2025-03-04,44702,15,37996.7,Accepted
QTN12995,OPP23989,ACC02364,2025-02-04,2025-03-06,210477,5,199953.15,Accepted
QTN12996,OPP23990,ACC04012,2025-02-05,2025-03-07,80918,15,68780.3,Sent
QTN12997,OPP23991,ACC04136,2025-02-25,2025-03-27,87570,15,74434.5,Accepted
QTN12998,OPP23994,ACC01557,2025-02-16,2025-03-18,84138,10,75724.2,Rejected
QTN12999,OPP23995,ACC00848,2025-02-26,2025-03-28,95963,0,95963.0,Sent
QTN13000,OPP23996,ACC01904,2025-03-16,2025-04-15,57302,15,48706.7,Accepted
QTN13001,OPP23998,ACC03060,2025-03-09,2025-04-08,134161,0,134161.0,Accepted
QTN13002,OPP23999,ACC03159,2025-02-24,2025-03-26,259936,5,246939.2,Sent
QTN13003,OPP24000,ACC01129,2025-02-28,2025-03-30,271482,0,271482.0,Accepted
QTN13004,OPP24002,ACC01772,2025-03-27,2025-04-26,22817,10,20535.3,Sent
QTN13005,OPP24003,ACC01890,2025-03-14,2025-04-13,31491,15,26767.35,Sent
QTN13006,OPP24006,ACC04768,2025-03-16,2025-04-15,74089,15,62975.65,Sent
QTN13007,OPP24008,ACC00320,2025-02-20,2025-03-22,98056,10,88250.4,Rejected
QTN13008,OPP24009,ACC03486,2025-02-05,2025-03-07,199198,10,179278.2,Accepted
QTN13009,OPP24011,ACC02392,2025-01-28,2025-02-27,65059,0,65059.0,Accepted
QTN13010,OPP24012,ACC01095,2025-03-12,2025-04-11,292274,5,277660.3,Accepted
QTN13011,OPP24014,ACC04745,2025-03-11,2025-04-10,71064,10,63957.6,Sent
QTN13012,OPP24015,ACC02949,2025-02-03,2025-03-05,200204,15,170173.4,Accepted
QTN13013,OPP24016,ACC04442,2025-02-01,2025-03-03,283505,10,255154.5,Accepted
QTN13014,OPP24018,ACC02324,2025-02-11,2025-03-13,266558,0,266558.0,Accepted
QTN13015,OPP24019,ACC01979,2025-02-27,2025-03-29,76487,5,72662.65,Sent
QTN13016,OPP24022,ACC03621,2025-03-18,2025-04-17,190226,10,171203.4,Sent
QTN13017,OPP24023,ACC01262,2025-03-17,2025-04-16,208043,10,187238.7,Accepted
QTN13018,OPP24025,ACC04053,2025-01-23,2025-02-22,165362,15,140557.7,Accepted
QTN13019,OPP24027,ACC03154,2025-03-18,2025-04-17,287836,15,244660.6,Sent
QTN13020,OPP24029,ACC01595,2025-02-16,2025-03-18,122054,10,109848.6,Draft
QTN13021,OPP24032,ACC01523,2025-01-26,2025-02-25,287837,15,244661.45,Sent
QTN13022,OPP24035,ACC02507,2025-03-10,2025-04-09,266951,5,253603.45,Accepted
QTN13023,OPP24041,ACC00715,2025-03-03,2025-04-02,154885,0,154885.0,Accepted
QTN13024,OPP24043,ACC01585,2025-03-08,2025-04-07,50218,15,42685.3,Sent
QTN13025,OPP24046,ACC01978,2025-02-24,2025-03-26,257894,5,244999.3,Sent
QTN13026,OPP24047,ACC02916,2025-01-31,2025-03-02,180229,5,171217.55,Sent
QTN13027,OPP24050,ACC01078,2025-02-22,2025-03-24,220106,5,209100.7,Sent
QTN13028,OPP24052,ACC03243,2025-03-05,2025-04-04,99519,5,94543.05,Accepted
QTN13029,OPP24054,ACC02231,2025-03-27,2025-04-26,131825,10,118642.5,Draft
QTN13030,OPP24055,ACC04130,2025-01-31,2025-03-02,189423,10,170480.7,Accepted
QTN13031,OPP24058,ACC03806,2025-02-14,2025-03-16,43547,10,39192.3,Draft
QTN13032,OPP24061,ACC00657,2025-02-13,2025-03-15,221004,15,187853.4,Accepted
QTN13033,OPP24064,ACC03437,2025-03-01,2025-03-31,128802,10,115921.8,Sent
QTN13034,OPP24065,ACC01927,2025-03-15,2025-04-14,237545,15,201913.25,Accepted
QTN13035,OPP24066,ACC00503,2025-02-09,2025-03-11,202026,10,181823.4,Accepted
QTN13036,OPP24067,ACC04507,2025-01-27,2025-02-26,28154,15,23930.9,Accepted
QTN13037,OPP24069,ACC02830,2025-01-23,2025-02-22,53577,0,53577.0,Rejected
QTN13038,OPP24070,ACC04202,2025-01-25,2025-02-24,247148,5,234790.6,Sent
QTN13039,OPP24071,ACC03977,2025-02-28,2025-03-30,233983,15,198885.55,Rejected
QTN13040,OPP24074,ACC03723,2025-02-02,2025-03-04,119601,10,107640.9,Accepted
QTN13041,OPP24077,ACC04700,2025-03-02,2025-04-01,253363,15,215358.55,Rejected
QTN13042,OPP24079,ACC03830,2025-03-04,2025-04-03,104778,0,104778.0,Accepted
QTN13043,OPP24080,ACC03601,2025-03-02,2025-04-01,36990,10,33291.0,Sent
QTN13044,OPP24082,ACC01379,2025-02-06,2025-03-08,276157,5,262349.15,Accepted
QTN13045,OPP24083,ACC04571,2025-02-25,2025-03-27,148548,10,133693.2,Rejected
QTN13046,OPP24084,ACC04407,2025-03-29,2025-04-28,160608,10,144547.2,Sent
QTN13047,OPP24086,ACC03104,2025-02-05,2025-03-07,51581,10,46422.9,Accepted
QTN13048,OPP24087,ACC03782,2025-02-23,2025-03-25,146696,5,139361.2,Accepted
QTN13049,OPP24089,ACC02533,2025-03-01,2025-03-31,118841,5,112898.95,Sent
QTN13050,OPP24090,ACC00260,2025-03-06,2025-04-05,167370,5,159001.5,Sent
QTN13051,OPP24092,ACC02154,2025-02-08,2025-03-10,55637,5,52855.15,Sent
QTN13052,OPP24093,ACC01399,2025-03-01,2025-03-31,171759,5,163171.05,Accepted
QTN13053,OPP24094,ACC02432,2025-02-02,2025-03-04,142715,10,128443.5,Accepted
QTN13054,OPP24097,ACC03905,2025-01-20,2025-02-19,262060,5,248957.0,Accepted
QTN13055,OPP24098,ACC03345,2025-03-08,2025-04-07,85844,10,77259.6,Accepted
QTN13056,OPP24100,ACC00012,2025-03-01,2025-03-31,187411,5,178040.45,Sent
QTN13057,OPP24104,ACC03878,2025-01-24,2025-02-23,218724,15,185915.4,Accepted
QTN13058,OPP24105,ACC03211,2025-02-22,2025-03-24,239620,0,239620.0,Sent
QTN13059,OPP24106,ACC01735,2025-03-08,2025-04-07,32024,15,27220.4,Draft
QTN13060,OPP24111,ACC01283,2025-03-22,2025-04-21,110885,15,94252.25,Accepted
QTN13061,OPP24112,ACC04330,2025-03-21,2025-04-20,15180,5,14421.0,Accepted
QTN13062,OPP24113,ACC01529,2025-02-09,2025-03-11,90306,15,76760.1,Accepted
QTN13063,OPP24114,ACC03290,2025-02-26,2025-03-28,99088,15,84224.8,Rejected
QTN13064,OPP24115,ACC04095,2025-03-29,2025-04-28,72109,5,68503.55,Sent
QTN13065,OPP24118,ACC04471,2025-03-19,2025-04-18,101761,10,91584.9,Accepted
QTN13066,OPP24119,ACC03623,2025-03-22,2025-04-21,67137,5,63780.15,Accepted
QTN13067,OPP24121,ACC04951,2025-02-26,2025-03-28,197973,10,178175.7,Draft
QTN13068,OPP24122,ACC02237,2025-02-26,2025-03-28,164452,10,148006.8,Accepted
QTN13069,OPP24123,ACC03135,2025-02-22,2025-03-24,26715,5,25379.25,Accepted
QTN13070,OPP24125,ACC00014,2025-02-26,2025-03-28,249305,0,249305.0,Accepted
QTN13071,OPP24126,ACC02968,2025-02-03,2025-03-05,297100,5,282245.0,Accepted
QTN13072,OPP24127,ACC04641,2025-01-18,2025-02-17,74772,0,74772.0,Accepted
QTN13073,OPP24130,ACC03038,2025-02-20,2025-03-22,94022,0,94022.0,Sent
QTN13074,OPP24131,ACC00268,2025-02-11,2025-03-13,169659,5,161176.05,Sent
QTN13075,OPP24132,ACC03479,2025-02-01,2025-03-03,86934,0,86934.0,Accepted
QTN13076,OPP24136,ACC04723,2025-02-11,2025-03-13,112651,5,107018.45,Accepted
QTN13077,OPP24137,ACC03904,2025-02-23,2025-03-25,283369,5,269200.55,Accepted
QTN13078,OPP24140,ACC04120,2025-02-20,2025-03-22,151826,0,151826.0,Draft
QTN13079,OPP24141,ACC00399,2025-04-01,2025-05-01,78315,5,74399.25,Sent
QTN13080,OPP24142,ACC04316,2025-02-22,2025-03-24,261762,0,261762.0,Draft
QTN13081,OPP24143,ACC04400,2025-03-24,2025-04-23,87904,0,87904.0,Accepted
QTN13082,OPP24144,ACC03081,2025-03-22,2025-04-21,139486,5,132511.7,Draft
QTN13083,OPP24146,ACC00872,2024-07-24,2024-08-23,83516,5,79340.2,Sent
QTN13084,OPP24147,ACC04489,2024-05-06,2024-06-05,282483,10,254234.7,Sent
QTN13085,OPP24151,ACC03837,2024-07-16,2024-08-15,83204,5,79043.8,Sent
QTN13086,OPP24152,ACC01908,2024-08-06,2024-09-05,55551,15,47218.35,Accepted
QTN13087,OPP24153,ACC02740,2024-06-22,2024-07-22,64384,5,61164.8,Accepted
QTN13088,OPP24156,ACC03299,2024-06-02,2024-07-02,168088,0,168088.0,Accepted
QTN13089,OPP24159,ACC00857,2024-07-17,2024-08-16,276394,0,276394.0,Sent
QTN13090,OPP24161,ACC03729,2024-04-29,2024-05-29,156941,5,149093.95,Sent
QTN13091,OPP24164,ACC04988,2024-07-11,2024-08-10,29018,15,24665.3,Accepted
QTN13092,OPP24166,ACC01049,2024-07-24,2024-08-23,99468,0,99468.0,Sent
QTN13093,OPP24168,ACC01450,2024-05-07,2024-06-06,264467,0,264467.0,Accepted
QTN13094,OPP24170,ACC00710,2024-05-31,2024-06-30,56230,0,56230.0,Accepted
QTN13095,OPP24171,ACC00685,2024-06-09,2024-07-09,8014,15,6811.9,Accepted
QTN13096,OPP24172,ACC00294,2024-06-21,2024-07-21,22676,0,22676.0,Draft
QTN13097,OPP24173,ACC04304,2024-06-27,2024-07-27,191292,0,191292.0,Accepted
QTN13098,OPP24174,ACC03223,2024-06-08,2024-07-08,11939,0,11939.0,Rejected
QTN13099,OPP24175,ACC03650,2024-08-01,2024-08-31,160522,10,144469.8,Accepted
QTN13100,OPP24176,ACC03561,2024-05-28,2024-06-27,221000,5,209950.0,Rejected
QTN13101,OPP24177,ACC00035,2024-07-09,2024-08-08,285593,10,257033.7,Accepted
QTN13102,OPP24178,ACC04989,2024-07-27,2024-08-26,137552,5,130674.4,Accepted
QTN13103,OPP24179,ACC01674,2024-05-20,2024-06-19,102698,15,87293.3,Sent
QTN13104,OPP24182,ACC02791,2024-07-10,2024-08-09,291295,10,262165.5,Sent
QTN13105,OPP24185,ACC04813,2024-07-23,2024-08-22,154995,10,139495.5,Accepted
QTN13106,OPP24187,ACC02368,2024-05-29,2024-06-28,228606,0,228606.0,Accepted
QTN13107,OPP24193,ACC01862,2024-05-25,2024-06-24,248823,0,248823.0,Accepted
QTN13108,OPP24195,ACC02715,2024-08-11,2024-09-10,33562,15,28527.7,Draft
QTN13109,OPP24196,ACC02748,2024-05-22,2024-06-21,88434,5,84012.3,Accepted
QTN13110,OPP24198,ACC00479,2024-05-14,2024-06-13,221495,0,221495.0,Accepted
QTN13111,OPP24199,ACC00050,2024-06-27,2024-07-27,262504,0,262504.0,Accepted
QTN13112,OPP24201,ACC01185,2024-08-06,2024-09-05,266815,0,266815.0,Accepted
QTN13113,OPP24202,ACC00766,2024-07-23,2024-08-22,248237,5,235825.15,Sent
QTN13114,OPP24203,ACC02403,2024-06-13,2024-07-13,184986,0,184986.0,Sent
QTN13115,OPP24205,ACC03734,2024-05-22,2024-06-21,44488,5,42263.6,Sent
QTN13116,OPP24206,ACC00822,2024-05-30,2024-06-29,199440,0,199440.0,Draft
QTN13117,OPP24207,ACC00292,2024-08-05,2024-09-04,253881,5,241186.95,Sent
QTN13118,OPP24208,ACC03266,2024-07-10,2024-08-09,157553,0,157553.0,Accepted
QTN13119,OPP24210,ACC00915,2024-07-05,2024-08-04,249927,10,224934.3,Sent
QTN13120,OPP24213,ACC02966,2024-08-08,2024-09-07,187740,15,159579.0,Sent
QTN13121,OPP24216,ACC00745,2024-05-22,2024-06-21,273091,0,273091.0,Accepted
QTN13122,OPP24217,ACC02504,2024-05-18,2024-06-17,47832,5,45440.4,Sent
QTN13123,OPP24218,ACC02686,2024-05-27,2024-06-26,199002,15,169151.7,Accepted
QTN13124,OPP24219,ACC02822,2024-06-30,2024-07-30,279926,10,251933.4,Sent
QTN13125,OPP24220,ACC03212,2024-05-13,2024-06-12,148788,5,141348.6,Sent
QTN13126,OPP24221,ACC00271,2024-07-04,2024-08-03,26771,15,22755.35,Accepted
QTN13127,OPP24222,ACC02406,2024-06-23,2024-07-23,10055,0,10055.0,Accepted
QTN13128,OPP24223,ACC00823,2024-07-10,2024-08-09,84126,0,84126.0,Sent
QTN13129,OPP24225,ACC00864,2024-07-31,2024-08-30,265522,15,225693.7,Accepted
QTN13130,OPP24226,ACC02059,2024-05-17,2024-06-16,296664,15,252164.4,Accepted
QTN13131,OPP24229,ACC03814,2024-08-05,2024-09-04,109859,0,109859.0,Sent
QTN13132,OPP24230,ACC04585,2024-07-01,2024-07-31,183943,10,165548.7,Sent
QTN13133,OPP24231,ACC01639,2024-07-10,2024-08-09,60955,10,54859.5,Accepted
QTN13134,OPP24232,ACC04299,2024-05-15,2024-06-14,102608,15,87216.8,Sent
QTN13135,OPP24233,ACC01410,2024-04-27,2024-05-27,52405,5,49784.75,Sent
QTN13136,OPP24234,ACC02887,2024-06-11,2024-07-11,101499,10,91349.1,Draft
QTN13137,OPP24236,ACC01585,2024-07-23,2024-08-22,107876,10,97088.4,Sent
QTN13138,OPP24237,ACC01364,2024-08-20,2024-09-19,138941,0,138941.0,Sent
QTN13139,OPP24239,ACC02094,2024-05-23,2024-06-22,254934,0,254934.0,Sent
QTN13140,OPP24241,ACC02950,2024-05-08,2024-06-07,213120,0,213120.0,Accepted
QTN13141,OPP24242,ACC04706,2024-05-29,2024-06-28,253529,0,253529.0,Draft
QTN13142,OPP24249,ACC01306,2024-07-03,2024-08-02,269446,0,269446.0,Accepted
QTN13143,OPP24250,ACC01251,2024-05-11,2024-06-10,277629,10,249866.1,Draft
QTN13144,OPP24254,ACC00928,2024-07-12,2024-08-11,191982,10,172783.8,Sent
QTN13145,OPP24257,ACC02999,2024-06-11,2024-07-11,248075,15,210863.75,Rejected
QTN13146,OPP24258,ACC00602,2024-06-22,2024-07-22,199439,0,199439.0,Sent
QTN13147,OPP24260,ACC00040,2024-07-28,2024-08-27,31168,10,28051.2,Accepted
QTN13148,OPP24261,ACC04754,2024-07-13,2024-08-12,175049,15,148791.65,Draft
QTN13149,OPP24263,ACC03157,2024-08-07,2024-09-06,11190,5,10630.5,Rejected
QTN13150,OPP24265,ACC00479,2024-06-18,2024-07-18,161702,15,137446.7,Sent
QTN13151,OPP24266,ACC02308,2024-05-25,2024-06-24,162530,10,146277.0,Accepted
QTN13152,OPP24268,ACC00743,2024-05-02,2024-06-01,117459,5,111586.05,Sent
QTN13153,OPP24270,ACC04325,2024-07-20,2024-08-19,153456,0,153456.0,Draft
QTN13154,OPP24274,ACC01431,2024-06-06,2024-07-06,56978,15,48431.3,Sent
QTN13155,OPP24275,ACC00286,2024-07-22,2024-08-21,174032,15,147927.2,Sent
QTN13156,OPP24277,ACC01241,2024-07-17,2024-08-16,33514,5,31838.3,Accepted
QTN13157,OPP24278,ACC02299,2024-05-04,2024-06-03,239077,0,239077.0,Sent
QTN13158,OPP24279,ACC03508,2024-07-10,2024-08-09,67993,5,64593.35,Sent
QTN13159,OPP24280,ACC01630,2024-05-14,2024-06-13,133777,0,133777.0,Draft
QTN13160,OPP24282,ACC00813,2024-05-23,2024-06-22,295302,0,295302.0,Accepted
QTN13161,OPP24285,ACC04573,2024-05-18,2024-06-17,147385,0,147385.0,Accepted
QTN13162,OPP24287,ACC04468,2024-05-13,2024-06-12,27325,15,23226.25,Accepted
QTN13163,OPP24288,ACC01198,2024-06-16,2024-07-16,250381,0,250381.0,Sent
QTN13164,OPP24290,ACC03729,2024-04-27,2024-05-27,80300,10,72270.0,Draft
QTN13165,OPP24291,ACC01542,2024-05-28,2024-06-27,118025,0,118025.0,Draft
QTN13166,OPP24292,ACC00490,2024-07-19,2024-08-18,62714,10,56442.6,Accepted
QTN13167,OPP24294,ACC03206,2024-07-22,2024-08-21,232321,0,232321.0,Accepted
QTN13168,OPP24297,ACC01350,2024-05-18,2024-06-17,265746,0,265746.0,Accepted
QTN13169,OPP24300,ACC00835,2024-06-19,2024-07-19,88325,10,79492.5,Rejected
QTN13170,OPP24301,ACC04358,2024-06-21,2024-07-21,22497,15,19122.45,Accepted
QTN13171,OPP24302,ACC04485,2024-05-24,2024-06-23,294409,15,250247.65,Rejected
QTN13172,OPP24307,ACC04660,2024-05-01,2024-05-31,51432,0,51432.0,Sent
QTN13173,OPP24308,ACC01842,2024-06-15,2024-07-15,263896,10,237506.4,Accepted
QTN13174,OPP24311,ACC01837,2024-05-06,2024-06-05,186534,0,186534.0,Sent
QTN13175,OPP24312,ACC03945,2024-07-28,2024-08-27,205372,0,205372.0,Rejected
QTN13176,OPP24316,ACC02520,2024-06-09,2024-07-09,244109,0,244109.0,Accepted
QTN13177,OPP24321,ACC04451,2024-07-31,2024-08-30,35218,0,35218.0,Rejected
QTN13178,OPP24322,ACC01602,2024-04-28,2024-05-28,228304,10,205473.6,Accepted
QTN13179,OPP24323,ACC04375,2024-05-15,2024-06-14,80403,15,68342.55,Accepted
QTN13180,OPP24324,ACC01116,2024-08-15,2024-09-14,235992,15,200593.2,Accepted
QTN13181,OPP24327,ACC03849,2024-06-09,2024-07-09,234085,0,234085.0,Accepted
QTN13182,OPP24331,ACC02734,2024-05-03,2024-06-02,240577,5,228548.15,Sent
QTN13183,OPP24332,ACC03316,2024-06-27,2024-07-27,27206,0,27206.0,Draft
QTN13184,OPP24333,ACC04729,2024-07-16,2024-08-15,131914,5,125318.3,Accepted
QTN13185,OPP24334,ACC03102,2024-06-01,2024-07-01,290114,15,246596.9,Sent
QTN13186,OPP24335,ACC00945,2024-08-05,2024-09-04,162039,15,137733.15,Accepted
QTN13187,OPP24336,ACC02079,2024-05-30,2024-06-29,13080,0,13080.0,Sent
QTN13188,OPP24338,ACC04132,2024-07-19,2024-08-18,204448,5,194225.6,Accepted
QTN13189,OPP24342,ACC01717,2024-07-19,2024-08-18,233974,10,210576.6,Rejected
QTN13190,OPP24346,ACC03719,2024-05-31,2024-06-30,157130,15,133560.5,Accepted
QTN13191,OPP24347,ACC01586,2024-06-08,2024-07-08,211891,15,180107.35,Accepted
QTN13192,OPP24348,ACC04271,2024-07-15,2024-08-14,88575,10,79717.5,Accepted
QTN13193,OPP24350,ACC04573,2024-05-31,2024-06-30,12754,5,12116.3,Draft
QTN13194,OPP24353,ACC01548,2024-06-01,2024-07-01,257105,5,244249.75,Accepted
QTN13195,OPP24355,ACC02232,2024-06-29,2024-07-29,145224,15,123440.4,Accepted
QTN13196,OPP24360,ACC00739,2024-07-25,2024-08-24,72296,15,61451.6,Sent
QTN13197,OPP24361,ACC02561,2024-07-15,2024-08-14,37268,5,35404.6,Accepted
QTN13198,OPP24362,ACC02210,2024-06-30,2024-07-30,42119,5,40013.05,Accepted
QTN13199,OPP24364,ACC03583,2024-06-24,2024-07-24,6154,15,5230.9,Accepted
QTN13200,OPP24365,ACC00879,2024-05-09,2024-06-08,236483,0,236483.0,Sent
QTN13201,OPP24366,ACC00426,2024-06-16,2024-07-16,176361,0,176361.0,Accepted
QTN13202,OPP24367,ACC01471,2024-07-24,2024-08-23,196308,5,186492.6,Accepted
QTN13203,OPP24368,ACC03457,2024-08-06,2024-09-05,62914,15,53476.9,Sent
QTN13204,OPP24373,ACC03406,2024-06-21,2024-07-21,131742,10,118567.8,Accepted
QTN13205,OPP24374,ACC03228,2024-06-25,2024-07-25,137038,10,123334.2,Sent
QTN13206,OPP24375,ACC02014,2024-07-13,2024-08-12,45694,15,38839.9,Sent
QTN13207,OPP24378,ACC02088,2024-05-09,2024-06-08,77094,5,73239.3,Sent
QTN13208,OPP24379,ACC02572,2024-05-27,2024-06-26,26423,15,22459.55,Accepted
QTN13209,OPP24380,ACC03201,2024-07-10,2024-08-09,252526,5,239899.7,Accepted
QTN13210,OPP24381,ACC00372,2024-04-27,2024-05-27,253892,0,253892.0,Accepted
QTN13211,OPP24382,ACC02439,2024-04-30,2024-05-30,129389,15,109980.65,Accepted
QTN13212,OPP24383,ACC00214,2024-07-09,2024-08-08,258353,5,245435.35,Accepted
QTN13213,OPP24384,ACC00997,2024-05-23,2024-06-22,245164,15,208389.4,Sent
QTN13214,OPP24385,ACC04831,2024-05-17,2024-06-16,266211,5,252900.45,Accepted
QTN13215,OPP24386,ACC00946,2024-07-15,2024-08-14,149087,10,134178.3,Accepted
QTN13216,OPP24389,ACC01707,2024-08-05,2024-09-04,247824,5,235432.8,Draft
QTN13217,OPP24392,ACC04463,2024-08-01,2024-08-31,145068,15,123307.8,Accepted
QTN13218,OPP24393,ACC01376,2024-05-28,2024-06-27,295505,10,265954.5,Accepted
QTN13219,OPP24395,ACC03372,2024-06-13,2024-07-13,131427,10,118284.3,Accepted
QTN13220,OPP24398,ACC01991,2024-08-03,2024-09-02,98944,0,98944.0,Sent
QTN13221,OPP24399,ACC00505,2024-08-15,2024-09-14,235793,5,224003.35,Sent
QTN13222,OPP24403,ACC02788,2024-08-01,2024-08-31,190836,10,171752.4,Sent
QTN13223,OPP24405,ACC02689,2024-07-28,2024-08-27,133387,15,113378.95,Sent
QTN13224,OPP24407,ACC03344,2024-08-02,2024-09-01,53127,15,45157.95,Sent
QTN13225,OPP24408,ACC02471,2024-05-14,2024-06-13,143794,5,136604.3,Sent
QTN13226,OPP24409,ACC04587,2024-07-03,2024-08-02,133341,10,120006.9,Sent
QTN13227,OPP24410,ACC00013,2024-06-27,2024-07-27,236183,10,212564.7,Accepted
QTN13228,OPP24411,ACC00317,2024-05-22,2024-06-21,243939,10,219545.1,Sent
QTN13229,OPP24415,ACC00954,2024-05-21,2024-06-20,122098,10,109888.2,Rejected
QTN13230,OPP24417,ACC00976,2024-07-02,2024-08-01,34620,0,34620.0,Sent
QTN13231,OPP24418,ACC01509,2024-07-12,2024-08-11,90262,10,81235.8,Accepted
QTN13232,OPP24419,ACC03167,2024-08-15,2024-09-14,198999,10,179099.1,Rejected
